id,district,status,school_name,school_name_with_some_districts_attached,participating,address_x,address_y,city_x,city_y,score,duped
11,Charter,,Alliance Collins Family College-Ready High School (Charter),Alliance Collins Family College-Ready High School,True,2071 Saturn Avenue,,Huntington Park,, 95.0,False
12,Charter,,Alliance Dr. Olga Mohan High School (Charter),Alliance Dr. Olga Mohan High School,True,644 West 17th Street,,Los Angeles,, 95.0,False
13,Charter,Active,Alliance Gertz-Ressler Richard Merkin 6-12 Complex (Charter),Alliance Gertz-Ressler Richard Merkin 6-12 Complex (Los Angeles Unified),True,2023 South Union Avenue,2023 South Union Ave.,Los Angeles,Los Angeles, 100.0,True
14,Charter,Active,Alliance Gertz-Ressler Richard Merkin 6-12 Complex (Charter),Alliance Gertz-Ressler Richard Merkin 6-12 Complex (Los Angeles Unified),True,2023 South Union Avenue,2023 South Union Ave.,Los Angeles,Los Angeles, 100.0,True
15,Charter,,Alliance Jack H. Skirball Middle School (Charter),Alliance Jack H. Skirball Middle School,True,603 E. 115th Street,,Los Angeles,, 95.0,False
16,Charter,,Alliance Judy Ivie Burton Technology Academy High School (Charter),Alliance Judy Ivie Burton Technology Academy High School,True,10101 S Broadway,,Los Angeles,, 95.0,False
17,Charter,,Alliance Kory Hunter Middle School (Charter),Alliance Kory Hunter Middle School,True,5886 Compton Ave,,Los Angeles,, 95.0,False
18,Charter,,Alliance Leadership Middle Academy (Charter),Alliance Leadership Middle Academy,True,2941 West 70th Street,,Los Angeles,,,False
19,Charter,,Alliance Leichtman-Levine Family Foundation Environmental Science High School (Charter),Alliance Leichtman-Levine Family Foundation Environmental Science High School,True,2930 Fletcher Drive,,Los Angeles,, 95.23809523809523,False
20,Charter,,Alliance Marc and Eva Stern Math and Science School (Charter),Alliance Marc and Eva Stern Math and Science School,True,5151 State University Drive,,Los Angeles,, 95.0,False
21,Charter,,Alliance Margaret M. Bloomfield Technology Academy High School (Charter),Alliance Margaret M. Bloomfield Technology Academy High School,True,7907 Santa Fe Ave,,Huntington Park,, 95.0,False
22,Charter,Active,Alliance Marine - Innovation and Technology 6-12 Complex (Charter),Alliance Marine - Innovation and Technology 6-12 Complex (Los Angeles Unified),True,11933 Allegheny Street,11933 Allegheny St.,Sun Valley,Sun Valley, 100.0,True
23,Charter,Active,Alliance Marine - Innovation and Technology 6-12 Complex (Charter),Alliance Marine - Innovation and Technology 6-12 Complex (Los Angeles Unified),True,11933 Allegheny Street,11933 Allegheny St.,Sun Valley,Sun Valley, 100.0,True
24,Charter,,Alliance Morgan McKinzie High School (Charter),Alliance Morgan McKinzie High School,True,110 S. Townsend Ave.,,Los Angeles,, 95.0,False
25,Charter,Active,Alliance Ouchi-O'Donovan 6-12 Complex (Charter),Alliance Ouchi-O'Donovan 6-12 Complex (Los Angeles Unified),True,5355 4th Avenue,5356 South Fifth Ave.,Los Angeles,Los Angeles, 100.0,True
26,Charter,Active,Alliance Ouchi-O'Donovan 6-12 Complex (Charter),Alliance Ouchi-O'Donovan 6-12 Complex (Los Angeles Unified),True,5356 South 5th Avenue,5356 South Fifth Ave.,Los Angeles,Los Angeles, 100.0,True
27,Charter,,Alliance Patti & Peter Neuwirth Leadership Academy (Charter),Alliance Patti & Peter Neuwirth Leadership Academy,True,4610 S. Main Street,,Los Angeles,, 96.07843137254902,False
28,Charter,Active,Alliance Piera Barbaglia Shaheen Health Services Academy (Charter),Alliance Piera Barbaglia Shaheen Health Services Academy,True,New: 8515 Kansas Avenue,8515 Kansas Ave.,Los Angeles,Los Angeles, 100.0,False
29,Charter,,Alliance Renee & Meyer Luskin Academy High School (Charter),Alliance Renee & Meyer Luskin Academy High School,True,2941 West 70th Street,,Los Angeles,, 90.47619047619048,False
30,Charter,,Alliance Susan and Eric Smidt Technology High School (Charter),Alliance Susan and Eric Smidt Technology High School,True,211 South Avenue 20,,Los Angeles,, 95.0,False
31,Charter,,Alliance Ted K. Tajima High School (Charter),Alliance Ted K. Tajima High School,True,"1552 Rockwood St, Los Angeles",,Los Angeles,, 95.0,False
32,Charter,,Alliance Tennenbaum Family Technology High School (Charter),Alliance Tennenbaum Family Technology High School,True,2050 N. San Fernando Road,,Los Angeles,, 95.0,False
33,Charter,,Animo City of Champions (Charter),Animo City of Champions,True,9330 S. 8th Ave.,,Los Angeles,, 90.0,False
34,Charter,,Animo Compton Charter School (Charter),Animo Compton Charter School,True,13305 S. San Pedro St.,,Los Angeles,, 95.0,False
35,Charter,,Animo Ellen Ochoa (Charter),Animo Ellen Ochoa,True,4360 Dozier St.,,Los Angeles,, 90.0,False
36,Charter,,Animo Florence Firestone (Charter),Animo Florence Firestone,True,155 W. 69th St.,,Los Angeles,, 90.0,False
37,Charter,,Animo Inglewood (Charter),Animo Inglewood,True,3425 Manchester Blvd.,,Inglewood,, 90.0,False
38,Charter,,Animo Jackie Robinson (Charter),Animo Jackie Robinson,True,3500 S. Hill St.,,Los Angeles,, 95.0,False
39,Charter,,Animo James B. Taylor (Charter),Animo James B. Taylor,True,810-820 E. 111th Place,,Los Angeles,, 90.0,False
40,Charter,,Animo Jefferson (Charter),Animo Jefferson,True,1655 E. 27th Street,,Los Angeles,, 90.0,False
41,Charter,,Animo Leadership (Charter),Animo Leadership,True,11044 S. Freeman Ave.,,Los Angeles,, 95.0,False
42,Charter,,Animo Legacy (Charter),Animo Legacy,True,12226 S Western Ave.,,Los Angeles,, 90.0,False
43,Charter,,Animo Locke (Charter),Animo Locke,True,325 E 111th St.,,Los Angeles,, 90.0,False
44,Charter,,Animo Mae Jemison (Charter),Animo Mae Jemison,True,12700 Avalon Blvd.,,Los Angeles,, 90.0,False
45,Charter,,Animo Oscar De La Hoya (Charter),Animo Oscar De La Hoya,True,1114 S. Lorena Street,,Los Angeles,,,False
46,Charter,Active,Animo Pat Brown (Charter),Animo Pat Brown,True,8255 Beach Street,8255 Beach St.,Los Angeles,Los Angeles, 100.0,False
47,Charter,,Animo Ralph Bunche (Charter),Animo Ralph Bunche,True,1655 E. 27th Street,,Los Angeles,, 90.0,False
48,Charter,,Animo South Los Angeles (Charter),Animo South Los Angeles,True,11130 Western Avenue,,Los Angeles,, 95.0,False
49,Charter,,Animo Venice (Charter),Animo Venice,True,820 Broadway Street,,Venice,, 90.0,False
50,Charter,,Animo Watts (Charter),Animo Watts,True,12628 Avalon Blvd.,,Los Angeles,, 90.0,False
51,Charter,,Animo Westside (Charter),Animo Westside,True,5456 McConnell Ave.,,Los Angeles,, 90.0,False
52,Charter,Active,APEX Academy (Charter),APEX Academy,True,"1309 N Wilton Place, 3rd Floor","1309 North Wilton Pl., 3rd Fl.",Los Angeles,Los Angeles, 100.0,False
53,Charter,,Arts in Action Charter (East LA) (Charter),Arts in Action Charter (East LA),True,"1241 S Soto St., Ste. 212",,Los Angeles,,,False
54,Charter,Active,Aspire Antonio Maria Lugo Academy (Charter),Aspire Antonio Maria Lugo Academy,True,6100 Carmelita Avenue,6100 Carmelita Ave.,Huntington Park,Huntington Park, 100.0,False
55,Charter,Active,Aspire Centennial College Preparatory Academy (Charter),Aspire Centennial College Preparatory Academy,True,2079 Saturn Ave,2079 Saturn Ave.,Huntington Park,Huntington Park, 100.0,False
56,Charter,,Aspire Firestone Academy (Charter),Aspire Firestone Academy,True,8929 Kauffman Ave,,South Gate,, 95.0,False
57,Charter,,Aspire Gateway Charter Academy (Charter),Aspire Gateway Charter Academy,True,8929 Kauffman Ave,,South Gate,, 95.0,False
58,Charter,Active,Aspire Inskeep Academy Charter (Charter),Aspire Inskeep Academy Charter,True,123 W 59th St,123 West 59th St.,Los Angeles,Los Angeles, 100.0,False
59,Charter,Active,Aspire Junior Collegiate Academy (Charter),Aspire Junior Collegiate Academy,True,6724 S Alameda St,6724 South Alameda St.,Huntington Park,Huntington Park, 100.0,False
60,Charter,Active,Aspire Ollin University Preparatory Academy (Charter),Aspire Ollin University Preparatory Academy,True,2540 East 58th Street,2540 East 58th St.,Huntington Park,Huntington Park, 100.0,False
61,Charter,Active,Aspire Pacific Academy (Charter),Aspire Pacific Academy,True,2565 58th St,2565 58th St.,Huntington Park,Huntington Park, 100.0,False
62,Charter,,Aspire Slauson Academy Elementary (Charter),Aspire Slauson Academy Elementary,True,123 W 59th St,,Los Angeles,,,False
63,Charter,,Aspire Juanita Tate Academy Elementary (Charter),Aspire Juanita Tate Academy Elementary,True,123 W 59th St,,Los Angeles,,,False
64,Charter,Active,Aspire Titan Academy (Charter),Aspire Titan Academy,True,6720 S Alameda St,6720 South Alameda St.,Huntington Park,Huntington Park, 100.0,False
65,Charter,,Birmingham Community High School (Charter),Birmingham Community High School,True,17000 Haynes Street,,Lake Balboa,, 90.0,False
66,Charter,Active,California School of the Arts - San Gabriel Valley (Charter),California School of the Arts - San Gabriel Valley,True,1401 Highland Avenue,1401 Highland Ave.,Duarte,Duarte, 100.0,False
67,Charter,,Camino Nuevo Dalzell Lance High School (Charter),Camino Nuevo Dalzell Lance High School,True,3500 West Temple Street,,Los Angeles,,,False
68,Charter,,CHAMPS Charter High School of the Arts (Charter),CHAMPS Charter High School of the Arts,True,6842 Van Nuys Blvd (5th Floor),,Van Nuys,,,False
69,Charter,,Conservation Corps of Long Beach (Charter),Conservation Corps of Long Beach,True,340 Nieto Avenue,,Long Beach,, 90.0,False
70,Charter,,DaVinci RISE High School (Charter) (Charter),DaVinci RISE High School (Charter),True,201 N. Douglas St.,,El Segundo,, 90.0,False
71,Charter,,Ednovate- Esperanza College Prep (Charter),Ednovate- Esperanza College Prep,True,319 N Humphreys Ave,,Los Angeles,, 98.46153846153847,False
72,Charter,,Ednovate-East College Prep (Charter),Ednovate-East College Prep,True,3825 N Mission Rd,,Los Angeles,, 96.2962962962963,False
73,Charter,Active,Ednovate - USC Hybrid High College Prep (Charter),Ednovate - USC Hybrid High College Prep,True,3939 S Vermont Ave,3939 S. Vermont Ave.,Los Angeles,Los Angeles, 100.0,False
74,Charter,,Ednovate-Brio College Prep (Charter),Ednovate-Brio College Prep,True,350 S Figueroa St Ste 100,,Los Angeles,, 96.2962962962963,False
75,Charter,Active,Ednovate - South LA College Prep (Charter),Ednovate - South LA College Prep,True,700 Wilshire Bl Ste 400,700 Wilshire Blvd. Ste. 400,Los Angeles,Los Angeles, 100.0,False
76,Charter,,El Camino Real Charter High School (Charter),El Camino Real Charter High School,True,5440 Valley Circle Blvd.,,Woodland Hills,, 95.0,False
77,Charter,,Environmental Charter High School  – Gardena (ECHS-G) (Charter),Environmental Charter High School  – Gardena (ECHS-G),True,2818 Manhattan Beach Blvd,,Gardena,, 95.0,False
78,Charter,,Environmental Charter High School – Lawndale (ECHS-L) (Charter),Environmental Charter High School – Lawndale (ECHS-L),True,16315 Grevillea Avenue ,,Lawndale,, 95.0,False
79,Charter,,Environmental Charter Middle School – Gardena (ECMS-G) (Charter),Environmental Charter Middle School – Gardena (ECMS-G),True,812 W. 165th Place,,Gardena,, 90.0,False
80,Charter,,Environmental Charter Middle School – Inglewood (ECMS-I) (Charter),Environmental Charter Middle School – Inglewood (ECMS-I),True,3600 W. Imperial Highway,,Inglewood,, 95.0,False
81,Charter,,Gabriella Charter Schools #1 (Charter),Gabriella Charter Schools #1,True,11435 Logan Street,,Los Angeles,, 90.0,False
82,Charter,,Gabriella Charter Schools #2 (Charter),Gabriella Charter Schools #2,True,3736 Trinity Street,,Los Angeles,, 95.0,False
83,Charter,Active,ICEF Inglewood Elementary Charter Academy (Charter),ICEF Inglewood Elementary Charter Academy,True,434 S. Grevillea Ave.,434 South Grevillea Ave.,Inglewood,Inglewood, 100.0,False
84,Charter,,ICEF Innovation Los Angeles Elementary (Charter),ICEF Innovation Los Angeles Elementary,True,5029 S. Vermont Ave,,Los Angeles,, 90.0,False
85,Charter,,ICEF View Park Preparatory Elementary School (Charter),ICEF View Park Preparatory Elementary School,True,5311 S. Crenshaw Blvd.,,Los Angeles,, 95.0,False
86,Charter,,ICEF View Park Preparatory High School (Charter),ICEF View Park Preparatory High School,True,5701 S. Crenshaw Blvd,,Los Angeles,, 95.0,False
87,Charter,,ICEF View Park Preparatory Middle School (Charter),ICEF View Park Preparatory Middle School,True,5311 S. Crenshaw Blvd.,,Los Angeles,, 95.0,False
88,Charter,,ICEF Vista Elementary Charter Academy (Charter),ICEF Vista Elementary Charter Academy,True,4471 Inglewood Blvd,,Los Angeles,, 95.0,False
89,Charter,,ICEF Vista Middle Charter Academy (Charter),ICEF Vista Middle Charter Academy,True,4471 Inglewood Blvd,,Los Angeles,, 95.0,False
90,Charter,,Intellectual Virtues Academy of Long Beach  (Charter),Intellectual Virtues Academy of Long Beach ,True,1637 Long Beach Blvd.,,Long Beach,, 100.0,False
91,Charter,,Larchmont Charter School (Charter),Larchmont Charter School,True,"444 N. LARCHMONT BLVD., SUITE 207",,Los Angeles,, 95.0,False
92,Charter,,Libertas College Preparatory Charter School (Charter),Libertas College Preparatory Charter School,True,5101 S. Western Avenue,,Los Angeles,, 95.0,False
93,Charter,,Los Angeles Academy of Arts and Enterprise (LAAAE) (Charter),Los Angeles Academy of Arts and Enterprise (LAAAE),True,1200 Colton St.,,Los Angeles,, 95.0,False
94,Charter,,Matrix Academy for Success (Charter),Matrix Academy for Success,True,1010 E 34th St.,,Los Angeles,, 95.0,False
95,Charter,,New Designs Charter School (Charter),New Designs Charter School,True,1342 W. Adams Blvd.,,Los Angeles,, 95.0,False
96,Charter,Active,New West Charter (Charter),New West Charter,True,1905 Armacost Ave,1905 Armacost Ave.,Los Angeles,Los Angeles, 100.0,False
97,Charter,,North Valley Military Institute (Charter),North Valley Military Institute,True,12105 Allegheny Street,,Sun Valley,, 90.0,False
98,Charter,,Pacoima Charter School (Charter),Pacoima Charter School,True,11016 Norris Ave.,,Pacoima,,,False
99,Charter,,Para Los Ninos - Evelyn Thurman Gratts Primary Center (TK-2) (Charter),Para Los Ninos - Evelyn Thurman Gratts Primary Center (TK-2),True,474 Hartford Avenue,,Los Angeles,,,False
100,Charter,,Para Los Ninos -  (Charter),Para Los Ninos - ,True,,,,,,False
101,Charter,,Russell Westbrook Why Not? High School (Charter),Russell Westbrook Why Not? High School,True,,,,, 95.0,False
102,Charter,,Russell Westbrook Why Not? Middle School (Charter),Russell Westbrook Why Not? Middle School,True,,,,, 95.0,False
103,Charter,,Scholarship Prep (Charter),Scholarship Prep,True,24910 S. Avalon Blvd,,Wilmington,, 90.0,False
104,Charter,,Synergy Academies (Charter),Synergy Academies,True,,,,,,False
105,Charter,,TIME Community Schools (Charter),TIME Community Schools,True,,,,, 90.0,False
106,Charter,,Value Schools (Charter),Value Schools,True,,,,,,False
107,Charter,Active,Vaughn Next Century Learning Center (Charter),Vaughn Next Century Learning Center,True,,13330 Vaughn St.,,San Fernando, 100.0,False
108,Charter,,Vox Collegiate (Charter),Vox Collegiate,True,,,,, 90.0,False
109,Charter,,We the People Charter School (Charter),We the People Charter School,True,,,,,,False
110,Charter,,YouthBuild Avalon / Mary B. Henry Academy (Charter),YouthBuild Avalon / Mary B. Henry Academy,True,4920 S. Avalon Blvd.,,Los Angeles,,,False
111,Charter,,YouthBuild Canoga Park at R.U.T.H. (Charter),YouthBuild Canoga Park at R.U.T.H.,True,6925 Canoga Ave.,,Canoga Park,,,False
112,Charter,,YouthBuild Central LA / Youth Justice Coalition (Charter),YouthBuild Central LA / Youth Justice Coalition,True,7625 S. Central Ave.,,Los Angeles,,,False
113,Charter,,YouthBuild Compton (Charter),YouthBuild Compton,True,1108 N. Oleander Avenue,,Compton,, 90.0,False
114,Charter,,YouthBuild East LA (Charter),YouthBuild East LA,True,110 S. Garfield Ave.,,Montebello,,,False
115,Charter,,YouthBuild El Monte / SGVCC (Charter),YouthBuild El Monte / SGVCC,True,3041 Peck Rd.,,El Monte,,,False
116,Charter,,YouthBuild Lennox / SBWIB (Charter),YouthBuild Lennox / SBWIB,True,5021 Lennox Blvd.,,Lennox,,,False
117,Charter,,YouthBuild Norwalk / Field of Dreams (Charter),YouthBuild Norwalk / Field of Dreams,True,"12440 Firestone Blvd., Suite 2001",,Norwalk,,,False
118,Charter,,YouthBuild Pomona / SGVCC (Charter),YouthBuild Pomona / SGVCC,True,305 E Arrow Hwy.,,Pomona,, 90.0,False
119,Charter,,YouthBuild South LA / CRCD Academy (Charter),YouthBuild South LA / CRCD Academy,True,400 West Washington Blvd.,,Los Angeles,,,False
120,Charter,,YouthBuild West Adams / Home Sweet Home (Charter),YouthBuild West Adams / Home Sweet Home,True,4103 West Adams Blvd.,,Los Angeles,,,False
121,Charter,,Youth Policy Institute (YPI) Charter Schools (Charter),Youth Policy Institute (YPI) Charter Schools,True,,,,,,False
122,Culver City,,Culver City High School (Culver City),Culver City High School,True,4401 Elenda Street,,Culver City,, 95.0,False
123,Culver City,,Culver City Middle School (Culver City),Culver City Middle School,True,4601 Elenda Street,,Culver City,, 95.0,False
124,Culver City,Active,Culver City Unified School District iAcademy (Culver City),Culver City Unified School District iAcademy,True,4034 Irving Place,"4601 Elenda St., CP Annex",Culver City,Culver City, 100.0,False
125,Culver City,Active,El Marino Elementary (Culver City),El Marino Elementary,True,11450 Port Rd,11450 Port Rd.,Culver City,Culver City, 100.0,False
126,Culver City,Active,El Rincon Elementary (Culver City),El Rincon Elementary,True,11177 Overland Avenue,11177 Overland Ave.,Culver City,Culver City, 100.0,False
127,Culver City,Active,Farragut Elementary (Culver City),Farragut Elementary,True,10820 Farragut Drive,10820 Farragut Dr.,Culver City,Culver City, 100.0,False
128,Culver City,Active,La Ballona Elementary (Culver City),La Ballona Elementary,True,10915 Washington Blvd.,10915 Washington Blvd.,Culver City,Culver City, 100.0,False
129,Culver City,Active,Linwood E. Howe Elementary (Culver City),Linwood E. Howe Elementary,True,4100 Irving Place,4100 Irving Pl.,Culver City,Culver City, 100.0,False
130,Duarte,Closed,Andres Duarte Arts Academy (PK-8) (Duarte),Andres Duarte Arts Academy (PK-8),True,1433 Crestfield Drive,1433 Crestfield Dr.,Duarte,Duarte, 100.0,False
131,Duarte,Active,Beardslee Dual Language Immersion Academy (PK-8) (Duarte),Beardslee Dual Language Immersion Academy (PK-8),True,1212 Kellwill Way,1212 East Kellwil Way,Duarte,Duarte, 100.0,False
132,Duarte,Active,Duarte High (Duarte),Duarte High,True,1565 Central Ave,1565 East Central Ave.,Duarte,Duarte, 100.0,False
133,Duarte,Active,Maxwell Academy (PK-8) (Duarte),Maxwell Academy (PK-8),True,733 Euclid Ave,733 Euclid Ave.,Duarte,Duarte, 100.0,False
134,Duarte,Active,Mt. Olive Innovation and Technology High (Duarte),Mt. Olive Innovation and Technology High,True,1400 Mount Olive Drive,1400 Mt. Olive Dr.,Duarte,Duarte, 100.0,False
135,Duarte,Active,Royal Oaks STEAM Academy (K-8) (Duarte),Royal Oaks STEAM Academy (K-8),True,2499 Royal Oaks Drive,2499 Royal Oaks Dr.,Duarte,Bradbury, 100.0,False
136,Duarte,Active,Valley View Academy of Technology and Creative Learning (TK-6) (Duarte),Valley View Academy of Technology and Creative Learning (TK-6),True,237 Mel Canyon Rd.,237 Melcanyon Rd.,Duarte,Duarte, 100.0,False
137,El Rancho,Active,Birney Tech Academy (El Rancho),Birney Tech Academy,True,,8501 Orange Ave.,,Pico Rivera, 100.0,False
138,El Rancho,Active,Durfee Elementary (El Rancho),Durfee Elementary (El Monte City),True,,12233 Star St.,,El Monte, 100.0,True
139,El Rancho,Active,Durfee Elementary (El Rancho),Durfee Elementary (El Rancho Unified),True,,4220 South Durfee Ave.,,Pico Rivera, 100.0,True
140,El Rancho,Active,El Rancho High (El Rancho),El Rancho High,True,,6501 South Passons Blvd.,,Pico Rivera, 100.0,False
141,El Rancho,Closed,Ellen Ochoa Prep Academy (El Rancho),Ellen Ochoa Prep Academy,True,,8110 Paramount Blvd.,,Pico Rivera, 100.0,False
142,El Rancho,Active,Magee Academy of Arts & Sciences (El Rancho),Magee Academy of Arts & Sciences,True,,8200 Serapis Ave.,,Pico Rivera, 100.0,False
143,El Rancho,Active,North Park Academy of the Arts (El Rancho),North Park Academy of the Arts,True,,4450 South Durfee Ave.,,Pico Rivera, 100.0,False
144,El Rancho,Active,North Ranchito Elementary (El Rancho),North Ranchito Elementary,True,,8837 East Olympic Blvd.,,Pico Rivera, 100.0,False
145,El Rancho,Active,Rio Vista Elementary (El Rancho),Rio Vista Elementary (Mt. Diablo Unified),True,,611 Pacifica Ave.,,Bay Point, 100.0,True
146,El Rancho,Active,Rio Vista Elementary (El Rancho),Rio Vista Elementary (El Monte City),True,,4300 North Esto,,El Monte, 100.0,True
147,El Rancho,Active,Rio Vista Elementary (El Rancho),Rio Vista Elementary (El Rancho Unified),True,,8809 Coffman-Pico Rd.,,Pico Rivera, 100.0,True
148,El Rancho,Active,Rio Vista Elementary (El Rancho),Rio Vista Elementary (Los Angeles Unified),True,,4243 Satsuma Ave.,,North Hollywood, 100.0,True
149,El Rancho,Active,Rio Vista Elementary (El Rancho),Rio Vista Elementary (Saugus Union),True,,20417 Cedarcreek St.,,Canyon Country, 100.0,True
150,El Rancho,Active,Rio Vista Elementary (El Rancho),Rio Vista Elementary (Placentia-Yorba Linda Unified),True,,310 North Rio Vista St.,,Anaheim, 100.0,True
151,El Rancho,Active,Rio Vista Elementary (El Rancho),Rio Vista Elementary (Palm Springs Unified),True,,67-700 Verona Rd.,,Cathedral City, 100.0,True
152,El Rancho,Active,Rio Vista Elementary (El Rancho),Rio Vista Elementary (San Bernardino City Unified),True,,1451 North California St.,,San Bernardino, 100.0,True
153,El Rancho,Active,Rio Vista Elementary (El Rancho),Rio Vista Elementary (Fillmore Unified),True,,250 Edgewood St.,,Fillmore, 100.0,True
154,El Rancho,Active,Rivera Elementary (El Rancho),Rivera Elementary,True,,7250 Citronell St.,,Pico Rivera, 100.0,False
155,El Rancho,Active,Rivera Middle (El Rancho),Rivera Middle,True,,7200 Citronell Ave.,,Pico Rivera, 100.0,False
156,El Rancho,Active,Ruben Salazar Continuation (El Rancho),Ruben Salazar Continuation,True,,9115 Balfour St.,,Pico Rivera, 100.0,False
157,El Rancho,Active,South Ranchito Dual Language Academy (El Rancho),South Ranchito Dual Language Academy,True,,5241 South Passons Blvd.,,Pico Rivera, 100.0,False
158,El Rancho,Active,STEAM Academy @ Burke (El Rancho),STEAM Academy @ Burke,True,,8101 Orange Ave.,,Pico Rivera, 100.0,False
159,El Rancho,Active,Valencia Academy of the Arts (El Rancho),Valencia Academy of the Arts,True,,9241 East Cosgrove St.,,Pico Rivera, 100.0,False
160,LAUSD,,107th Street Elementary (LAUSD),107th Street Elementary,True,147 E 107th St,,Los Angeles,,,False
161,LAUSD,,107th Street Elementary Science/Tech/Eng/Arts/Math Magnet (LAUSD),107th Street Elementary Science/Tech/Eng/Arts/Math Magnet,True,147 E 107th St,,Los Angeles,,,False
162,LAUSD,,109th Street Elementary (LAUSD),109th Street Elementary,True,10915 S Mc Kinley Ave,,Los Angeles,,,False
163,LAUSD,,10th Street Elementary (LAUSD),10th Street Elementary,True,1000 Grattan St,,Los Angeles,, 90.9090909090909,False
164,LAUSD,,112th Street Elementary (LAUSD),112th Street Elementary,True,1265 E 112th St,,Los Angeles,,,False
165,LAUSD,,116th Street Elementary (LAUSD),116th Street Elementary,True,11610 Stanford Ave,,Los Angeles,,,False
166,LAUSD,,116th Street Elementary DL Two-Way Im Spanish (LAUSD),116th Street Elementary DL Two-Way Im Spanish,True,11610 Stanford Ave,,Los Angeles,,,False
167,LAUSD,,118th Street Elementary (LAUSD),118th Street Elementary,True,144 E 118th St,,Los Angeles,,,False
168,LAUSD,,118th Street Elementary DL Two-Way Im Spanish (LAUSD),118th Street Elementary DL Two-Way Im Spanish,True,144 E 118th St,,Los Angeles,,,False
169,LAUSD,,122nd Street Elementary (LAUSD),122nd Street Elementary,True,405 E 122nd St,,Los Angeles,,,False
170,LAUSD,,122nd Street Elementary DL Two-Way Im Spanish (LAUSD),122nd Street Elementary DL Two-Way Im Spanish,True,405 E 122nd St,,Los Angeles,,,False
171,LAUSD,,135th Street Elementary (LAUSD),135th Street Elementary,True,801 W 135th St,,Gardena,,,False
172,LAUSD,,135th Street Elementary DL Two-Way Im Spanish (LAUSD),135th Street Elementary DL Two-Way Im Spanish,True,801 W 135th St,,Gardena,,,False
173,LAUSD,,153rd Street Elementary (LAUSD),153rd Street Elementary,True,1605 W 153rd St,,Gardena,,,False
174,LAUSD,,153rd Street Elementary DL Two-Way Im Spanish (LAUSD),153rd Street Elementary DL Two-Way Im Spanish,True,1605 W 153rd St,,Gardena,,,False
175,LAUSD,,156th Street Elementary (LAUSD),156th Street Elementary,True,2100 W 156th St,,Gardena,,,False
176,LAUSD,,15th Street Elementary (LAUSD),15th Street Elementary,True,1527 S Mesa St,,San Pedro,, 90.9090909090909,False
177,LAUSD,,186th Street Elementary (LAUSD),186th Street Elementary,True,1581 W 186th St,,Gardena,,,False
178,LAUSD,,1st Street Elementary (LAUSD),1st Street Elementary,True,2820 E First St,,Los Angeles,, 93.02325581395348,False
179,LAUSD,,20th Street Elementary (LAUSD),20th Street Elementary,True,1353 E 20th St,,Los Angeles,, 90.9090909090909,False
180,LAUSD,,20th Street Elementary DL Two-Way Im Spanish (LAUSD),20th Street Elementary DL Two-Way Im Spanish,True,1353 E 20th St,,Los Angeles,,,False
181,LAUSD,,232nd Place Elementary (LAUSD),232nd Place Elementary,True,23240 Archibald Ave,,Carson,,,False
182,LAUSD,,232nd Place Elementary STEMM Magnet (LAUSD),232nd Place Elementary STEMM Magnet,True,23240 Archibald Ave,,Carson,,,False
183,LAUSD,,24th Street Elementary (LAUSD),24th Street Elementary,True,2055 W 24th St,,Los Angeles,, 90.9090909090909,False
184,LAUSD,,28th Street Elementary (LAUSD),28th Street Elementary,True,2807 Stanford Ave,,Los Angeles,, 90.9090909090909,False
185,LAUSD,,28th Street Elementary DL One-Way Im Spanish (LAUSD),28th Street Elementary DL One-Way Im Spanish,True,2807 Stanford Ave,,Los Angeles,,,False
186,LAUSD,,2nd Street Elementary (LAUSD),2nd Street Elementary,True,1942 E 2nd St,,Los Angeles,, 90.47619047619048,False
187,LAUSD,,2nd Street Elementary DL Two-Way Im Spanish (LAUSD),2nd Street Elementary DL Two-Way Im Spanish,True,1942 E 2nd St,,Los Angeles,,,False
188,LAUSD,,32nd Street USC Performing Arts Magnet (LAUSD),32nd Street USC Performing Arts Magnet,True,822 W 32nd St,,Los Angeles,,,False
189,LAUSD,,3rd Street Elementary (LAUSD),3rd Street Elementary,True,201 S June St,,Los Angeles,, 93.02325581395348,False
190,LAUSD,,3rd Street Elementary DL Two-Way Im Korean (LAUSD),3rd Street Elementary DL Two-Way Im Korean,True,201 S June St,,Los Angeles,,,False
191,LAUSD,,3Rd Street Elementary Gifted Magnet (LAUSD),3Rd Street Elementary Gifted Magnet,True,201 S June St,,Los Angeles,,,False
192,LAUSD,,42nd Street Elementary (LAUSD),42nd Street Elementary,True,4231 4th Ave,,Los Angeles,,,False
193,LAUSD,,42nd Street Elementary DL World Lang Im Spanish (LAUSD),42nd Street Elementary DL World Lang Im Spanish,True,4231 4th Ave,,Los Angeles,,,False
194,LAUSD,,49th Street Elementary (LAUSD),49th Street Elementary,True,750 E 49th St,,Los Angeles,, 90.9090909090909,False
195,LAUSD,,4th Street Elementary (LAUSD),4th Street Elementary,True,420 S Amalia Ave,,Los Angeles,, 93.02325581395348,False
196,LAUSD,,4th Street Elementary DL Two-Way Im Spanish (LAUSD),4th Street Elementary DL Two-Way Im Spanish,True,420 S Amalia Ave,,Los Angeles,,,False
197,LAUSD,,4th Street Primary Center (LAUSD),4th Street Primary Center,True,469 Amalia Ave,,Los Angeles,, 90.56603773584906,False
