Record Type,County,District,School,Status,Latitude,Longitude,Street Address,Street City,Street State,Street Zip
School,Humboldt,Bluff Prairie Elementary,Bluff Prairie Elementary,Closed,,,Shively Rt.,Scotia,CA,95565
School,Humboldt,Bluff Prairie Elementary,Georgeson Elem.,Closed,,,Rt 1 Box 69,Red Crest,CA,95569
School,Humboldt,Bridgeville Elementary,Bridgeville Elementary,Active,40.499626,-123.818025,38717 Kneeland Rd.,Bridgeville,CA,95526-0098
School,Humboldt,Cuddeback Union Elementary,Cuddeback Elementary,Active,40.536688,-124.041495,300 Wilder Rd.,Carlotta,CA,95528
School,Humboldt,Cutten Elementary,Cutten Elementary,Active,40.766216,-124.143088,4182 Walnut Dr.,Eureka,CA,95503-6223
School,Humboldt,Cutten Elementary,Ridgewood Elementary,Active,40.733315,-124.147405,2060 Ridgewood Dr.,Eureka,CA,95503-6687
School,Humboldt,Eureka City Elementary,Birney (Alice) Elementary,Merged,40.777649,-124.17807,717 South Ave.,Eureka,CA,95503-5041
School,Humboldt,Eureka City Elementary,Eureka Elementary Community Day,Merged,,,674 Allard Ave.,Eureka,CA,95503
School,Humboldt,Eureka City Elementary,Franklin Elementary,Merged,,,Myrtle Ave. and Tydd St.,Eureka,CA,95501
School,Humboldt,Eureka City Elementary,Grant Elementary,Merged,,,Oak and H Sts.,Eureka,CA,95503
School,Humboldt,Eureka City Elementary,Jefferson Elementary,Merged,,,1000 B St.,Eureka,CA,95501-1611
School,Humboldt,Eureka City Elementary,Lafayette Elementary,Merged,40.795054,-124.132724,3100 Park St.,Eureka,CA,95501-1544
School,Humboldt,Eureka City Elementary,Lincoln Elementary,Merged,,,216 W. Harris St.,Eureka,CA,95503-4074
School,Humboldt,Eureka City Elementary,Marshall Elementary,Merged,,,Humboldt and J Sts.,Eureka,CA,95501
School,Humboldt,Eureka City Elementary,Ruby H. Winzler Children's Cen,Merged,,,717 Creighton St.,Eureka,CA,95501
School,Humboldt,Eureka City Elementary,Washington Elementary,Merged,,,2100 J St.,Eureka,CA,95501-3055
School,Humboldt,Eureka City Elementary,Worthington (Elem),Merged,,,3400 Erie St.,Eureka,CA,95501
School,Humboldt,Eureka City High,Barnum (Zoe) High (Cont.),Merged,,,674 Allard Ave.,Eureka,CA,95503-5857
School,Humboldt,Eureka City High,Cic Program,Merged,,,2151 S St.,Eureka,CA,95501-3140
School,Humboldt,Eureka City High,Eureka Adult,Merged,,,1915 J St.,Eureka,CA,95501-3052
School,Humboldt,Eureka City High,Eureka Secondary Community Day,Merged,,,674 Allard Ave.,Eureka,CA,95503
School,Humboldt,Eureka City High,Eureka Senior High,Merged,40.790304,-124.158896,1915 J St.,Eureka,CA,95501-3052
School,Humboldt,Eureka City High,George C. Jacobs Junior High,Merged,,,674 Allard Ave.,Eureka,CA,95501
School,Humboldt,Eureka City High,Humboldt Bay High (Cont.),Merged,,,1030 Del Norte St.,Eureka,CA,95501
School,Humboldt,Eureka City High,Winship Junior High,Merged,,,2500 Cypress Ave.,Eureka,CA,95503-6213
School,Humboldt,Eureka City High,Zane (Catherine L.) Junior High,Merged,40.788118,-124.149031,2155 S St.,Eureka,CA,95501-3140
School,Humboldt,Eureka City Schools,Alice Birney Elementary,Active,40.776837,-124.177952,717 South Ave.,Eureka,CA,95503-5041
School,Humboldt,Eureka City Schools,Catherine L. Zane Middle,Active,40.787755,-124.149049,2155 S St.,Eureka,CA,95501-3140
School,Humboldt,Eureka City Schools,CIC Program,Closed,,,674 Allard Ave.,Eureka,CA,95503
School,Humboldt,Eureka City Schools,Eureka Adult,Active,40.788145,-124.159252,2100 J St.,Eureka,CA,95501
School,Humboldt,Eureka City Schools,Eureka Elementary Community Day,Closed,,,674 Allard Ave.,Eureka,CA,95503
School,Humboldt,Eureka City Schools,Eureka Secondary Community Day,Closed,,,674 Allard Ave.,Eureka,CA,95503
School,Humboldt,Eureka City Schools,Eureka Senior High,Active,40.790302,-124.158875,1915 J St.,Eureka,CA,95501-3052
School,Humboldt,Eureka City Schools,Franklin Elementary,Closed,,,Myrtle Ave. and Tydd St.,Eureka,CA,95501
School,Humboldt,Eureka City Schools,George C. Jacobs Junior High,Closed,,,674 Allard Ave.,Eureka,CA,95501
School,Humboldt,Eureka City Schools,Gospel Outreach School,Active,40.794846,-124.172374,2845 Saint James Pl.,Eureka,CA,95503-4202
School,Humboldt,Eureka City Schools,Grant Elementary,Active,40.771185,-124.16249,3901 G St.,Eureka,CA,95503-6009
School,Humboldt,Eureka City Schools,Humboldt Bay High,Closed,,,2100 J St.,Eureka,CA,95501
School,Humboldt,Eureka City Schools,Humboldt Virtual Academy,Closed,40.780639,-124.173285,216 West Harris St.,Eureka,CA,95501-4074
School,Humboldt,Eureka City Schools,Jefferson Elementary,Closed,,,1000 B St.,Eureka,CA,95501-1611
School,Humboldt,Eureka City Schools,Lafayette Elementary,Active,40.794421,-124.131688,3100 Park St.,Eureka,CA,95501-1544
School,Humboldt,Eureka City Schools,Lincoln Elementary,Closed,,,216 West Harris St.,Eureka,CA,95503
School,Humboldt,Eureka City Schools,Marshall Elementary,Closed,,,2100 J St.,Eureka,CA,95501
School,Humboldt,Eureka City Schools,MISTWOOD MONTESSORI,Closed,,,Information Redacted,EUREKA,CA,95501
School,Humboldt,Eureka City Schools,Pacific View Charter 2.0,Active,40.783317,-124.169303,115 Henderson St.,Eureka,CA,95501-4311
School,Humboldt,Eureka City Schools,Redwood Academy for Higher Learning,Active,40.778311,-124.168253,3334 Lowell St,Eureka,CA,95503-5223
School,Humboldt,Eureka City Schools,Redwood Christian School,Active,40.788888,-124.164448,2039 E St.,Eureka,CA,95501-3730
School,Humboldt,Eureka City Schools,St. Bernard's Academy,Active,40.783606,-124.168,222 Dollison St.,Eureka,CA,95501-4308
School,Humboldt,Eureka City Schools,Trinity Christian Academy,Closed,,,Information Redacted,Eureka,CA,95501
School,Humboldt,Eureka City Schools,Washington Elementary,Active,40.777907,-124.142148,3322 Dolbeer St.,Eureka,CA,95503-5633
School,Humboldt,Eureka City Schools,WILLOW WELL CHRISTIAN,Closed,,,Information Redacted,EUREKA,CA,95501
School,Humboldt,Eureka City Schools,Winship,Closed,,,2500 Cypress Ave.,Eureka,CA,95503-6213
School,Humboldt,Eureka City Schools,Winship Middle,Active,40.765207,-124.138845,2500 Cypress Ave.,Eureka,CA,95503-6213
School,Humboldt,Eureka City Schools,Worthington Elementary,Closed,,,3400 Erie St.,Eureka,CA,95501
School,Humboldt,Eureka City Schools,Zoe Barnum High,Active,40.780504,-124.17316,216 West Harris St.,Eureka,CA,95501-4074
School,Humboldt,Ferndale Elementary,Ferndale Elementary,Merged,40.577973,-124.267506,164 Shaw Ave.,Ferndale,CA,95536
School,Humboldt,Ferndale Unified,Ferndale Elementary,Active,40.578017,-124.267311,164 Shaw Ave.,Ferndale,CA,95536-9781
School,Humboldt,Ferndale Unified,Ferndale High,Active,40.578792,-124.261401,1231 Main St.,Ferndale,CA,95536-9416
School,Humboldt,Ferndale Unified,Moore Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Ferndale,CA,95536
School,Humboldt,Ferndale Union High,Ferndale High,Merged,40.584771,-124.259648,1231 Main,Ferndale,CA,95536
School,Humboldt,Ferndale Union High,Triple Junction High,Merged,,,"29289 Chambers Road, Petrolla",Ferndale,CA,95536
School,Humboldt,Fieldbrook Elementary,Fieldbrook Elementary,Active,40.951789,-124.032672,4070 Fieldbrook Rd.,McKinleyville,CA,95519-9709
School,Humboldt,Fortuna Elementary,Fortuna Junior Academy,Active,40.575588,-124.14386,1200 Ross Hill Rd.,Fortuna,CA,95540-3402
School,Humboldt,Fortuna Elementary,Fortuna Middle,Active,40.597117,-124.158523,843 L St.,Fortuna,CA,95540-1921
School,Humboldt,Fortuna Elementary,Linell K. Walker Elementary,Active,40.588575,-124.144711,2089 Newburg Rd.,Fortuna,CA,95540-2706
School,Humboldt,Fortuna Elementary,New Life Christian,Active,40.573548,-124.14371,1355 Ross Hill Rd.,Fortuna,CA,95540-3463
School,Humboldt,Fortuna Elementary,Norman G. Ambrosini Elementary,Active,40.5619,-124.126998,3850 Rohnerville Rd.,Fortuna,CA,95540-3122
School,Humboldt,Fortuna Elementary,Redwood Preparatory Charter,Active,40.571196,-124.139777,1480 Ross Hill Rd.,Fortuna,CA,95540-3433
School,Humboldt,Fortuna Elementary,Toddy Thomas Middle,Active,40.56907,-124.137974,2800 Thomas St.,Fortuna,CA,95540-3539
School,Humboldt,Fortuna Union High,Academy of the Redwoods,Active,40.698219,-124.196415,7351 Tompkins Hill Rd.,Eureka,CA,95501-9302
School,Humboldt,Fortuna Union High,East High (Continuation),Active,40.596056,-124.150274,392 16th St.,Fortuna,CA,95540-2411
School,Humboldt,Fortuna Union High,Fortuna Adult Education,Active,40.59525,-124.153404,379 12th St.,Fortuna,CA,95540-2357
School,Humboldt,Fortuna Union High,Fortuna Union High,Active,40.59525,-124.153404,379 12th St.,Fortuna,CA,95540-2398
School,Humboldt,Fortuna Union High,Strongs Creek Community Day,Closed,40.598853,-124.157336,922 N St.,Fortuna,CA,95540
School,Humboldt,Fortuna Union High,The Council Tree School,Closed,Information Redacted,Information Redacted,Information Redacted,Loleta,CA,95551
School,Humboldt,Freshwater Elementary,Freshwater Charter Middle,Active,40.787702,-124.082599,75 Greenwood Heights Dr.,Eureka,CA,95503-9569
School,Humboldt,Freshwater Elementary,Freshwater Elementary,Active,40.787702,-124.082599,75 Greenwood Heights Dr.,Eureka,CA,95503-9569
School,Humboldt,Garfield Elementary,Garfield Elementary,Active,40.756423,-124.03514,2200 Freshwater Rd.,Eureka,CA,95503-9562
School,Humboldt,Green Point Elementary,Green Point Elementary,Active,41.001456,-123.857326,180 Valkensar Ln.,Blue Lake,CA,95525-9700
School,Humboldt,Grizzly Bluff Elementary,Grizzly Bluff Elementary,Closed,,,"Rt. 1, Box 74",Ferndale,CA,95536
School,Humboldt,Humboldt County Office of Education,Agnes J. Johnson Charter,Active,40.320433,-123.923926,73 School Rd.,Weott,CA,95571-0280
School,Humboldt,Humboldt County Office of Education,Cypress Avenue School for TMR,Closed,,,2501 Cypress Ave.,Eureka,CA,95501
School,Humboldt,Humboldt County Office of Education,Eel River Community,Active,40.589833,-124.141816,2292 Newburg Rd.,Fortuna,CA,95540-2814
School,Humboldt,Humboldt County Office of Education,Eel River Success Academy,Closed,40.589833,-124.141816,2292 Newburg Ave.,Fortuna,CA,95540
School,Humboldt,Humboldt County Office of Education,Eureka Community,Active,40.802991,-124.152393,1820 Sixth St.,Eureka,CA,95501-0732
School,Humboldt,Humboldt County Office of Education,Glen Paul,Active,40.765965,-124.140376,2501 Cypress Ave.,Eureka,CA,95503-6212
School,Humboldt,Humboldt County Office of Education,Glen W. Paul School for Ph,Merged,,,901 Myrtle Ave.,Eureka,CA,95501
School,Humboldt,Humboldt County Office of Education,Hoopa Community,Closed,41.206987,-123.661759,"SR 96, Stevens Building, Unit #3",Hoopa,CA,95546
School,Humboldt,Humboldt County Office of Education,Humboldt County Community,Closed,,,901 Mrytle Ave.,Eureka,CA,95501
School,Humboldt,Humboldt County Office of Education,Humboldt County Community Schools,Merged,,,901 Myrtle Ave.,Eureka,CA,95501
School,Humboldt,Humboldt County Office of Education,Humboldt County Court Schools,Closed,,,2002 Harrison Ave.,Eureka,CA,95501-1219
School,Humboldt,Humboldt County Office of Education,Humboldt County Office of Education Court,Closed,40.789257,-124.139811,2004 Harrison Ave.,Eureka,CA,95501
School,Humboldt,Humboldt County Office of Education,Humboldt County Office of Education Juvenile Hall Court,Active,40.789231,-124.139633,2002 Harrison Ave.,Eureka,CA,95501-3212
School,Humboldt,Humboldt County Office of Education,Humboldt ROP,Closed,,,901 Myrtle Ave.,Eureka,CA,95501
School,Humboldt,Humboldt County Office of Education,Northcoast Preparatory and Performing Arts Academy,Active,40.872531,-124.096687,1761 11th St.,Arcata,CA,95521-5403
School,Humboldt,Humboldt County Office of Education,Northcoast Preparatory and Performing Arts Academy,Closed,40.863604,-124.075087,285 Bayside Rd.,Arcata,CA,95521-6463
School,Humboldt,Humboldt County Office of Education,Northern United - Humboldt Charter,Active,40.758299,-124.148396,2020 Campton Rd.,Eureka,CA,95503-6508
School,Humboldt,Humboldt County Office of Education,Southern Humboldt Community,Active,40.097391,-123.79718,286 Sprowl Creek Rd.,Garberville,CA,95542-3306
School,Humboldt,Humboldt County Office of Education,Von Humboldt High,Merged,,,901 Myrtle Ave.,Eureka,CA,95501
School,Humboldt,Humboldt County ROP,Humboldt County ROP,Active,40.800627,-124.149834,901 Myrtle Ave.,Eureka,CA,95501-1219
School,Humboldt,Hydesville Elementary,Hydesville Elementary,Active,40.554654,-124.091726,3050 Johnson Rd.,Hydesville,CA,95547-0551
School,Humboldt,Jacoby Creek Elementary,Humboldt Bay Christian,Active,40.828882,-124.074522,70 Stephens Ln.,Bayside,CA,95524-9374
School,Humboldt,Jacoby Creek Elementary,Jacoby Creek,Active,40.849481,-124.068756,1617 Old Arcata Rd.,Bayside,CA,95524-9301
School,Humboldt,Jacoby Creek Elementary,Liberty School,Closed,,,Information Redacted,Bayside,CA,95524
School,Humboldt,Jacoby Creek Elementary,Mistwood Educational Center,Active,40.841956,-124.063607,1928 Old Arcata Rd.,Bayside,CA,95524-9361
School,Humboldt,Klamath-Trinity Joint Unified,Captain John Continuation High,Active,41.049484,-123.677429,101 Loop Rd.,Hoopa,CA,95546-1308
School,Humboldt,Klamath-Trinity Joint Unified,Hoopa Valley Elementary,Active,41.05033,-123.67602,11500 State Highway 96,Hoopa,CA,95546-1308
School,Humboldt,Klamath-Trinity Joint Unified,Hoopa Valley High,Active,41.049311,-123.675611,11400 State Highway 96,Hoopa,CA,95546-9745
School,Humboldt,Klamath-Trinity Joint Unified,Jack Norton Elementary,Active,41.350086,-123.866062,263 Jack Norton School Rd.,Hoopa,CA,95546
School,Humboldt,Klamath-Trinity Joint Unified,Orleans Elementary,Active,41.301489,-123.542344,38016 Highway 96,Orleans,CA,95556-0130
School,Humboldt,Klamath-Trinity Joint Unified,River's Edge Community Day,Closed,41.049484,-123.677429,101 Loop Rd.,Hoopa,CA,95546-9742
School,Humboldt,Klamath-Trinity Joint Unified,Trinity Valley Elementary,Active,40.959864,-123.642713,730 North Highway 96,Willow Creek,CA,95573-1229
School,Humboldt,Klamath-Trinity Joint Unified,Two Rivers Community Day,Closed,41.049484,-123.677429,101 Loop Rd.,Hoopa,CA,95546-9742
School,Humboldt,Klamath-Trinity Joint Unified,Weitchpec Elementary,Active,41.187816,-123.70019,444 Upper Weitchpec School Rd.,Hoopa,CA,95546-1308
School,Humboldt,Klamath-Trinity Joint Unified,Willow Creek Christian,Closed,,,Information Redacted,Willow Creek,CA,95573
School,Humboldt,Kneeland Elementary,Kneeland Elementary,Active,40.696731,-123.936316,9313 Kneeland Rd.,Kneeland,CA,95549-9018
School,Humboldt,Loleta Union Elementary,BOTT Academy,Active,40.694379,-124.197537,7031 Tompkins Hill Rd,Loleta,CA,95551-9663
School,Humboldt,Loleta Union Elementary,Loleta Elementary,Active,40.642757,-124.212397,700 Loleta Dr.,Loleta,CA,95551-0547
School,Humboldt,Maple Creek Elementary,Maple Creek Elementary,Active,40.864169,-123.941713,15933 Maple Creek Rd.,Korbel,CA,95550-9602
School,Humboldt,Mattole Unified,Honeydew Elementary,Active,40.23634,-124.118979,20 Wilder Ridge Rd.,Honeydew,CA,95545
School,Humboldt,Mattole Unified,Mattole Elementary,Active,40.321293,-124.272968,29289 Chambers Rd.,Petrolia,CA,95558-0211
School,Humboldt,Mattole Unified,Mattole Triple Junction High,Active,40.321293,-124.272968,29289 Chambers Rd.,Petrolia,CA,95558
School,Humboldt,Mattole Unified,Mattole Valley Charter (#159),Closed,40.243191,-124.155749,210 Lindley Rd.,Petrolia,CA,95558-9534
School,Humboldt,Mattole Union Elementary,Honeydew,Merged,,,Wilder Rdg Rd. at Mattole Rd.,Petrolia,CA,95545
School,Humboldt,Mattole Union Elementary,Honeydew Elementary,Merged,,,Wilder Rdg Rd. at Mattole Rd.,Petrolia,CA,95545
School,Humboldt,Mattole Union Elementary,Mattole Union Elementary,Merged,40.3216,-124.28481,29289 Chambers Rd.,Petrolia,CA,95558
School,Humboldt,Mattole Union Elementary,Upper Matole Elem. (Defunct),Closed,,,,,,
School,Humboldt,McKinleyville Union Elementary,Dow's Prairie Elementary,Active,40.977134,-124.095766,3940 Dows Prairie Rd.,McKinleyville,CA,95519-9444
School,Humboldt,McKinleyville Union Elementary,McKinleyville Elementary Academy,Closed,40.946729,-124.100907,2275 Central Ave.,McKinleyville,CA,95519
School,Humboldt,McKinleyville Union Elementary,McKinleyville Middle,Active,40.946977,-124.100904,2285 Central Ave.,McKinleyville,CA,95519-3685
School,Humboldt,McKinleyville Union Elementary,Morris Elementary,Active,40.947406,-124.110569,2395 McKinleyville Ave.,McKinleyville,CA,95519-3479
School,Humboldt,McKinleyville Union Elementary,School of the Rock,Closed,,,Information Redacted,Mckinleyville,CA,95519
School,Humboldt,Northern Humboldt Union High,American Indian Academy,Closed,,,1300 Murray Rd.,McKinleyville,CA,95519
School,Humboldt,Northern Humboldt Union High,Arcata High,Active,40.875686,-124.089911,1720 M St.,Arcata,CA,95521-5741
School,Humboldt,Northern Humboldt Union High,Laurel Tree Charter,Active,40.899409,-124.083513,4555 Valley West Blvd.,Arcata,CA,95521-4683
School,Humboldt,Northern Humboldt Union High,Little River,Closed,,,Information Redacted,Trinidad,CA,95570
School,Humboldt,Northern Humboldt Union High,Mad River High (Continuation),Active,40.956198,-124.110316,1300 Murray Rd.,McKinleyville,CA,95521-3503
School,Humboldt,Northern Humboldt Union High,McKinleyville High,Active,40.956198,-124.110316,1300 Murray Rd.,McKinleyville,CA,95519-3503
School,Humboldt,Northern Humboldt Union High,Northern Humboldt Adult,Active,40.95479,-124.110392,2755 McKinleyville Ave.,McKinleyville,CA,95519-3400
School,Humboldt,Northern Humboldt Union High,Northern Humboldt Community Day,Closed,40.955753,-124.108563,1300 Murray Rd.,McKinleyville,CA,95519-3503
School,Humboldt,Northern Humboldt Union High,Pacific Coast High,Closed,,,3740 Stinson Ave.,Arcata,CA,95521
School,Humboldt,Northern Humboldt Union High,Pacific Coast High (Continuation),Active,40.875686,-124.089911,1720 M St.,Arcata,CA,95521-5741
School,Humboldt,Northern Humboldt Union High,Six Rivers Charter High,Active,40.875686,-124.089911,1720 M St.,Arcata,CA,95521-5741
School,Humboldt,Orick Elementary,Orick Elementary,Active,41.287146,-124.059128,120918 Highway 101,Orick,CA,95555-0128
School,Humboldt,Pacific Union Elementary,Pacific Union Elementary,Active,40.894916,-124.093841,3001 Janes Rd.,Arcata,CA,95521-4701
