id,district_x,district_y,original_name_x,original_name_y,status,school_name,school_name_with_some_districts_attached,participating,address_x,address_y,city_x,city_y,score,duped
133,Duarte,Duarte Unified,Mt. Olive Innovation and Technology High,Mt. Olive Innovation and Technology High,Active,Mt. Olive Innovation and Technology High (Duarte),Mt. Olive Innovation and Technology High,True,1400 Mount Olive Drive,1400 Mt. Olive Dr.,Duarte,Duarte, 90.0,False
134,Duarte,Duarte Unified,Royal Oaks STEAM Academy (K-8),Royal Oaks STEAM Academy (K-8),Active,Royal Oaks STEAM Academy (K-8) (Duarte),Royal Oaks STEAM Academy (K-8),True,2499 Royal Oaks Drive,2499 Royal Oaks Dr.,Duarte,Bradbury, 91.05691056910568,False
135,Duarte,Duarte Unified,Valley View Academy of Technology and Creative Learning (TK-6),Valley View Academy of Technology and Creative Learning (TK-6),Active,Valley View Academy of Technology and Creative Learning (TK-6) (Duarte),Valley View Academy of Technology and Creative Learning (TK-6),True,237 Mel Canyon Rd.,237 Melcanyon Rd.,Duarte,Duarte, 95.02762430939227,False
136,El Rancho,El Rancho Unified,Birney Tech Academy,Birney Tech Academy,Active,Birney Tech Academy (El Rancho),Birney Tech Academy,True,,8501 Orange Ave.,,Pico Rivera, 90.0,False
137,El Rancho,El Rancho Unified,Durfee Elementary,Durfee Elementary,Active,Durfee Elementary (El Rancho),Durfee Elementary,True,,4220 South Durfee Ave.,,Pico Rivera, 90.0,False
138,El Rancho,El Rancho Unified,El Rancho High,El Rancho High,Active,El Rancho High (El Rancho),El Rancho High,True,,6501 South Passons Blvd.,,Pico Rivera, 90.0,False
139,El Rancho,El Rancho Unified,Ellen Ochoa Prep Academy,Ellen Ochoa Prep Academy,Closed,Ellen Ochoa Prep Academy (El Rancho),Ellen Ochoa Prep Academy,True,,8110 Paramount Blvd.,,Pico Rivera, 90.0,False
140,El Rancho,El Rancho Unified,Magee Academy of Arts & Sciences,Magee Academy of Arts & Sciences,Active,Magee Academy of Arts & Sciences (El Rancho),Magee Academy of Arts & Sciences,True,,8200 Serapis Ave.,,Pico Rivera, 90.0,False
141,El Rancho,El Rancho Unified,North Park Academy of the Arts,North Park Academy of the Arts,Active,North Park Academy of the Arts (El Rancho),North Park Academy of the Arts,True,,4450 South Durfee Ave.,,Pico Rivera, 90.0,False
142,El Rancho,El Rancho Unified,North Ranchito Elementary,North Ranchito Elementary,Active,North Ranchito Elementary (El Rancho),North Ranchito Elementary,True,,8837 East Olympic Blvd.,,Pico Rivera, 90.0,False
143,El Rancho,El Rancho Unified,Rio Vista Elementary,Rio Vista Elementary,Active,Rio Vista Elementary (El Rancho),Rio Vista Elementary (El Rancho Unified),True,,8809 Coffman-Pico Rd.,,Pico Rivera, 90.0,True
144,El Rancho,El Rancho Unified,Rivera Elementary,Rivera Elementary,Active,Rivera Elementary (El Rancho),Rivera Elementary,True,,7250 Citronell St.,,Pico Rivera, 90.0,False
145,El Rancho,El Rancho Unified,Rivera Middle,Rivera Middle,Active,Rivera Middle (El Rancho),Rivera Middle,True,,7200 Citronell Ave.,,Pico Rivera, 90.0,False
146,El Rancho,El Rancho Unified,Ruben Salazar Continuation,Ruben Salazar Continuation,Active,Ruben Salazar Continuation (El Rancho),Ruben Salazar Continuation,True,,9115 Balfour St.,,Pico Rivera, 90.0,False
147,El Rancho,El Rancho Unified,South Ranchito Dual Language Academy,South Ranchito Dual Language Academy,Active,South Ranchito Dual Language Academy (El Rancho),South Ranchito Dual Language Academy,True,,5241 South Passons Blvd.,,Pico Rivera, 90.0,False
148,El Rancho,El Rancho Unified,STEAM Academy @ Burke,STEAM Academy @ Burke,Active,STEAM Academy @ Burke (El Rancho),STEAM Academy @ Burke,True,,8101 Orange Ave.,,Pico Rivera, 90.0,False
149,El Rancho,El Rancho Unified,Valencia Academy of the Arts,Valencia Academy of the Arts,Active,Valencia Academy of the Arts (El Rancho),Valencia Academy of the Arts,True,,9241 East Cosgrove St.,,Pico Rivera, 90.0,False
150,LAUSD,LAUSD,107th Street Elementary,One Hundred Seventh Street Elementary,Active,107th Street Elementary (LAUSD),107th Street Elementary,True,147 E 107th St,147 East 107th St.,Los Angeles,Los Angeles, 92.43243243243242,False
151,LAUSD,,107th Street Elementary Science/Tech/Eng/Arts/Math Magnet,,,107th Street Elementary Science/Tech/Eng/Arts/Math Magnet (LAUSD),107th Street Elementary Science/Tech/Eng/Arts/Math Magnet,True,147 E 107th St,,Los Angeles,,,False
152,LAUSD,LAUSD,109th Street Elementary,One Hundred Ninth Street Elementary,Active,109th Street Elementary (LAUSD),109th Street Elementary,True,10915 South McKinley Ave,10915 South McKinley Ave.,Los Angeles,Los Angeles, 89.41176470588236,False
153,LAUSD,LAUSD,10th Street Elementary,Tenth Street Elementary,Active,10th Street Elementary (LAUSD),10th Street Elementary,True,1000 Grattan St,1000 Grattan St.,Los Angeles,Los Angeles, 94.3820224719101,False
154,LAUSD,LAUSD,112th Street Elementary,One Hundred Twelfth Street Elementary,Active,112th Street Elementary (LAUSD),112th Street Elementary,True,1265 E 112th St,1265 East 112th St.,Los Angeles,Los Angeles, 92.49999999999999,False
155,LAUSD,LAUSD,116th Street Elementary,One Hundred Sixteenth Street Elementary,Active,116th Street Elementary (LAUSD),116th Street Elementary,True,11610 Stanford Ave,11610 Stanford Ave.,Los Angeles,Los Angeles, 88.66666666666666,False
156,LAUSD,,116th Street Elementary DL Two-Way Im Spanish,,,116th Street Elementary DL Two-Way Im Spanish (LAUSD),116th Street Elementary DL Two-Way Im Spanish,True,11610 Stanford Ave,,Los Angeles,,,False
157,LAUSD,,118th Street Elementary,,,118th Street Elementary (LAUSD),118th Street Elementary,True,144 E 118th St,,Los Angeles,,,False
158,LAUSD,,118th Street Elementary DL Two-Way Im Spanish,,,118th Street Elementary DL Two-Way Im Spanish (LAUSD),118th Street Elementary DL Two-Way Im Spanish,True,144 E 118th St,,Los Angeles,,,False
159,LAUSD,,122nd Street Elementary,,,122nd Street Elementary (LAUSD),122nd Street Elementary,True,405 E 122nd St,,Los Angeles,,,False
160,LAUSD,,122nd Street Elementary DL Two-Way Im Spanish,,,122nd Street Elementary DL Two-Way Im Spanish (LAUSD),122nd Street Elementary DL Two-Way Im Spanish,True,405 E 122nd St,,Los Angeles,,,False
161,LAUSD,,135th Street Elementary,,,135th Street Elementary (LAUSD),135th Street Elementary,True,801 W 135th St,,Gardena,,,False
162,LAUSD,,135th Street Elementary DL Two-Way Im Spanish,,,135th Street Elementary DL Two-Way Im Spanish (LAUSD),135th Street Elementary DL Two-Way Im Spanish,True,801 W 135th St,,Gardena,,,False
163,LAUSD,,153rd Street Elementary,,,153rd Street Elementary (LAUSD),153rd Street Elementary,True,1605 W 153rd St,,Gardena,,,False
164,LAUSD,,153rd Street Elementary DL Two-Way Im Spanish,,,153rd Street Elementary DL Two-Way Im Spanish (LAUSD),153rd Street Elementary DL Two-Way Im Spanish,True,1605 W 153rd St,,Gardena,,,False
165,LAUSD,LAUSD,156th Street Elementary,One Hundred Fifty-Sixth Street Elementary,Active,156th Street Elementary (LAUSD),156th Street Elementary,True,2100 W 156th St,2100 West 156th St.,Gardena,Gardena, 92.49999999999999,False
166,LAUSD,LAUSD,15th Street Elementary,Fifteenth Street Elementary,Active,15th Street Elementary (LAUSD),15th Street Elementary,True,1527 S Mesa St,1527 South Mesa St.,San Pedro,San Pedro, 86.58227848101265,False
167,LAUSD,LAUSD,186th Street Elementary,One Hundred Eighty-Sixth Street Elementary,Active,186th Street Elementary (LAUSD),186th Street Elementary,True,1581 W 186th St,1581 West 186th St.,Gardena,Gardena, 92.49999999999999,False
168,LAUSD,LAUSD,1st Street Elementary,First Street Elementary,Active,1st Street Elementary (LAUSD),1st Street Elementary,True,2820 E First St,2820 East First St.,Los Angeles,Los Angeles, 92.3076923076923,False
169,LAUSD,,20th Street Elementary,,,20th Street Elementary (LAUSD),20th Street Elementary,True,1353 E 20th St,,Los Angeles,,,False
170,LAUSD,,20th Street Elementary DL Two-Way Im Spanish,,,20th Street Elementary DL Two-Way Im Spanish (LAUSD),20th Street Elementary DL Two-Way Im Spanish,True,1353 E 20th St,,Los Angeles,,,False
171,LAUSD,,232nd Place Elementary,,,232nd Place Elementary (LAUSD),232nd Place Elementary,True,23240 Archibald Ave,,Carson,,,False
172,LAUSD,,232nd Place Elementary STEMM Magnet,,,232nd Place Elementary STEMM Magnet (LAUSD),232nd Place Elementary STEMM Magnet,True,23240 Archibald Ave,,Carson,,,False
173,LAUSD,LAUSD,24th Street Elementary,Twenty-Fourth Street Elementary,Active,24th Street Elementary (LAUSD),24th Street Elementary,True,2055 W 24th St,2055 West 24th St.,Los Angeles,Los Angeles, 92.43243243243242,False
174,LAUSD,LAUSD,28th Street Elementary,Twenty-Eighth Street Elementary,Active,28th Street Elementary (LAUSD),28th Street Elementary,True,2807 Stanford Ave,2807 Stanford Ave.,Los Angeles,Los Angeles, 89.54022988505746,False
175,LAUSD,,28th Street Elementary DL One-Way Im Spanish,,,28th Street Elementary DL One-Way Im Spanish (LAUSD),28th Street Elementary DL One-Way Im Spanish,True,2807 Stanford Ave,,Los Angeles,,,False
176,LAUSD,LAUSD,2nd Street Elementary,Second Street Elementary,Active,2nd Street Elementary (LAUSD),2nd Street Elementary,True,1942 E 2nd St,1942 East Second St.,Los Angeles,Los Angeles, 86.61764705882352,False
177,LAUSD,,2nd Street Elementary DL Two-Way Im Spanish,,,2nd Street Elementary DL Two-Way Im Spanish (LAUSD),2nd Street Elementary DL Two-Way Im Spanish,True,1942 E 2nd St,,Los Angeles,,,False
178,LAUSD,LAUSD,32nd Street USC Performing Arts Magnet,Thirty-Second Street USC Performing Arts,Active,32nd Street USC Performing Arts Magnet (LAUSD),32nd Street USC Performing Arts Magnet,True,822 W 32nd St,822 West 32nd St.,Los Angeles,Los Angeles, 86.18556701030928,False
179,LAUSD,LAUSD,3rd Street Elementary,Third Street Elementary,Active,3rd Street Elementary (LAUSD),3rd Street Elementary,True,201 S June St,201 South June St.,Los Angeles,Los Angeles, 90.9090909090909,False
180,LAUSD,,3rd Street Elementary DL Two-Way Im Korean,,,3rd Street Elementary DL Two-Way Im Korean (LAUSD),3rd Street Elementary DL Two-Way Im Korean,True,201 S June St,,Los Angeles,,,False
181,LAUSD,,3Rd Street Elementary Gifted Magnet,,,3Rd Street Elementary Gifted Magnet (LAUSD),3Rd Street Elementary Gifted Magnet,True,201 S June St,,Los Angeles,,,False
182,LAUSD,,42nd Street Elementary,,,42nd Street Elementary (LAUSD),42nd Street Elementary,True,4231 4th Ave,,Los Angeles,,,False
183,LAUSD,,42nd Street Elementary DL World Lang Im Spanish,,,42nd Street Elementary DL World Lang Im Spanish (LAUSD),42nd Street Elementary DL World Lang Im Spanish,True,4231 4th Ave,,Los Angeles,,,False
184,LAUSD,LAUSD,49th Street Elementary,Forty-Ninth Street Elementary,Active,49th Street Elementary (LAUSD),49th Street Elementary,True,750 E 49th St,750 East 49th St.,Los Angeles,Los Angeles, 92.36111111111111,False
185,LAUSD,LAUSD,4th Street Elementary,Fourth Street Elementary,Active,4th Street Elementary (LAUSD),4th Street Elementary,True,420 S Amalia Ave,420 South Amalia Ave.,Los Angeles,Los Angeles, 90.52631578947368,False
186,LAUSD,,4th Street Elementary DL Two-Way Im Spanish,,,4th Street Elementary DL Two-Way Im Spanish (LAUSD),4th Street Elementary DL Two-Way Im Spanish,True,420 S Amalia Ave,,Los Angeles,,,False
187,LAUSD,LAUSD,4th Street Primary Center,Fourth Street Primary Center,Active,4th Street Primary Center (LAUSD),4th Street Primary Center (LAUSD),True,469 Amalia Ave,469 Amalia Ave.,Los Angeles,Los Angeles, 94.73684210526316,True
188,LAUSD,LAUSD,4th Street Primary Center,Fourth Street Primary Center,Closed,4th Street Primary Center (LAUSD),4th Street Primary Center (LAUSD),True,469 Amalia Ave,469 Amalia Ave.,Los Angeles,Los Angeles, 94.73684210526316,True
189,LAUSD,LAUSD,4th Street Primary Center DL Two-Way Im Spanish,Fourth Street Primary Center,Active,4th Street Primary Center DL Two-Way Im Spanish (LAUSD),4th Street Primary Center DL Two-Way Im Spanish (LAUSD),True,469 Amalia Ave,469 Amalia Ave.,Los Angeles,Los Angeles, 87.6923076923077,True
190,LAUSD,LAUSD,4th Street Primary Center DL Two-Way Im Spanish,Fourth Street Primary Center,Closed,4th Street Primary Center DL Two-Way Im Spanish (LAUSD),4th Street Primary Center DL Two-Way Im Spanish (LAUSD),True,469 Amalia Ave,469 Amalia Ave.,Los Angeles,Los Angeles, 87.6923076923077,True
191,LAUSD,LAUSD,52nd Street Elementary,Fifty-Second Street Elementary,Active,52nd Street Elementary (LAUSD),52nd Street Elementary,True,816 W 51st St,816 West 51st St.,Los Angeles,Los Angeles, 86.36363636363636,False
192,LAUSD,LAUSD,54th Street Elementary,Fifty-Fourth Street Elementary,Active,54th Street Elementary (LAUSD),54th Street Elementary,True,5501 S Eileen Ave,5501 South Eileen Ave.,Los Angeles,Los Angeles, 87.17647058823529,False
193,LAUSD,LAUSD,59th Street Elementary,Fifty-Ninth Street Elementary,Active,59th Street Elementary (LAUSD),59th Street Elementary,True,5939 Second Ave,5939 Second Ave.,Los Angeles,Los Angeles, 89.27710843373494,False
194,LAUSD,LAUSD,61st Street Elementary,Sixty-First Street Elementary,Active,61st Street Elementary (LAUSD),61st Street Elementary,True,6020 S Figueroa St,6020 South Figueroa St.,Los Angeles,Los Angeles, 87.35632183908045,False
195,LAUSD,,61st Street Elementary DL Two-Way Im Spanish,,,61st Street Elementary DL Two-Way Im Spanish (LAUSD),61st Street Elementary DL Two-Way Im Spanish,True,6020 S Figueroa St,,Los Angeles,,,False
196,LAUSD,LAUSD,66th Street Elementary,Sixty-Sixth Street Elementary,Active,66th Street Elementary (LAUSD),66th Street Elementary,True,6600 S San Pedro St,6600 South San Pedro St.,Los Angeles,Los Angeles, 87.52808988764045,False
197,LAUSD,LAUSD,6th Avenue Elementary,Sixth Avenue Elementary,Active,6th Avenue Elementary (LAUSD),6th Avenue Elementary,True,3109 6th Ave,3109 Sixth Ave.,Los Angeles,Los Angeles, 90.47619047619048,False
198,LAUSD,LAUSD,6th Avenue Elementary DL Two-Way Im Spanish,Sixth Avenue Elementary,Active,6th Avenue Elementary DL Two-Way Im Spanish (LAUSD),6th Avenue Elementary DL Two-Way Im Spanish,True,3109 6th Ave,3109 Sixth Ave.,Los Angeles,Los Angeles, 86.85714285714286,False
199,LAUSD,LAUSD,74th Street Elementary,Seventy-Fourth Street Elementary,Active,74th Street Elementary (LAUSD),74th Street Elementary,True,2112 W 74th St,2112 West 74th St.,Los Angeles,Los Angeles, 92.43243243243242,False
200,LAUSD,,74th Street Elementary Gifted Magnet,,,74th Street Elementary Gifted Magnet (LAUSD),74th Street Elementary Gifted Magnet,True,2112 W 74th St,,Los Angeles,,,False
201,LAUSD,LAUSD,75th Street Elementary,Seventy-Fifth Street Elementary,Active,75th Street Elementary (LAUSD),75th Street Elementary,True,142 W 75th St,142 West 75th St.,Los Angeles,Los Angeles, 92.36111111111111,False
202,LAUSD,,75Th Street Elementary DL Two-Way Im Spanish,,,75Th Street Elementary DL Two-Way Im Spanish (LAUSD),75Th Street Elementary DL Two-Way Im Spanish,True,142 W 75th St,,Los Angeles,,,False
203,LAUSD,LAUSD,7th Street Elementary Arts Integration Magnet,Seventh Street Elementary Arts Integration Magnet,Active,7th Street Elementary Arts Integration Magnet (LAUSD),7th Street Elementary Arts Integration Magnet,True,1570 W 7th St,1570 West Seventh St.,San Pedro,San Pedro, 90.08620689655173,False
204,LAUSD,LAUSD,92nd Street Elementary,Ninety-Second Street Elementary,Active,92nd Street Elementary (LAUSD),92nd Street Elementary,True,9211 Grape St,9211 Grape St.,Los Angeles,Los Angeles, 88.9873417721519,False
205,LAUSD,LAUSD,93rd Street Elementary,Ninety-Third Street Elementary,Active,93rd Street Elementary (LAUSD),93rd Street Elementary,True,330 E 93rd St,330 East 93rd St.,Los Angeles,Los Angeles, 92.36111111111111,False
206,LAUSD,,93rd Street Elementary DL Two-Way Im Spanish,,,93rd Street Elementary DL Two-Way Im Spanish (LAUSD),93rd Street Elementary DL Two-Way Im Spanish,True,330 E 93rd St,,Los Angeles,,,False
207,LAUSD,,93rd Street Elementary STEAM Magnet,,,93rd Street Elementary STEAM Magnet (LAUSD),93rd Street Elementary STEAM Magnet,True,330 E 93rd St,,Los Angeles,,,False
208,LAUSD,LAUSD,95th Street Elementary,Ninety-Fifth Street Elementary,Active,95th Street Elementary (LAUSD),95th Street Elementary,True,1109 W 96th St,1109 West 96th St.,Los Angeles,Los Angeles, 86.58227848101265,False
209,LAUSD,LAUSD,96th Street Elementary,Ninety-Sixth Street Elementary,Active,96th Street Elementary (LAUSD),96th Street Elementary,True,1471 E 96th St,1471 East 96th St.,Los Angeles,Los Angeles, 92.43243243243242,False
210,LAUSD,,96th Street Elementary DL Two-Way Im Spanish,,,96th Street Elementary DL Two-Way Im Spanish (LAUSD),96th Street Elementary DL Two-Way Im Spanish,True,1471 E 96th St,,Los Angeles,,,False
211,LAUSD,LAUSD,99th Street Elementary,Ninety-Ninth Street Elementary,Active,99th Street Elementary (LAUSD),99th Street Elementary,True,9900 S Wadsworth Ave,9900 South Wadsworth Ave.,Los Angeles,Los Angeles, 87.6923076923077,False
212,LAUSD,LAUSD,9th Street Elementary,Ninth Street Elementary,Active,9th Street Elementary (LAUSD),9th Street Elementary,True,835 Stanford Ave,835 St.anford Ave.,Los Angeles,Los Angeles, 95.55555555555556,False
