,district_x,name,address_x,city,original_name_x,Match,simple_name,district_y,status,address_y,Score,,,
497,LAUSD,dr-owen-lloyd-knox-elementary-dl-two-way-im-spanish,8919 S Main St,Los Angeles,Dr Owen Lloyd Knox Elementary DL Two-Way Im Spanish,"[('dr owen lloyd knox elementary', 90.0, 'dr-owen-lloyd-knox-elementary')]",dr-owen-lloyd-knox-elementary,,,,90,,,
498,LAUSD,dr-owen-lloyd-knox-elementary-school,8919 S Main St,Los Angeles,Dr Owen Lloyd Knox Elementary School,"[('dr owen lloyd knox elementary', 95.0, 'dr-owen-lloyd-knox-elementary')]",dr-owen-lloyd-knox-elementary,,,,95,,,
499,LAUSD,dr-owen-lloyd-knox-elementary-visual/performing-arts-magnet,8919 S Main St,Los Angeles,Dr Owen Lloyd Knox Elementary Visual/Performing Arts Magnet,"[('dr owen lloyd knox elementary', 90.0, 'dr-owen-lloyd-knox-elementary')]",dr-owen-lloyd-knox-elementary,,,,90,,,
500,LAUSD,dr-richard-a-vladovic-harbor-teacher-preparation-academy,1111 Figueroa Pl,Wilmington,Dr Richard A Vladovic Harbor Teacher Preparation Academy,"[('dr richard a vladovic harbor teacher preparation academy', 100.0, 'dr-richard-a-vladovic-harbor-teacher-preparation-academy')]",dr-richard-a-vladovic-harbor-teacher-preparation-academy,Los Angeles Unified,Active,1111 Figueroa Pl.,100,,,
501,LAUSD,dr-sammy-lee-elementary-medical-and-health-science-magnet,3600 Council St,Los Angeles,Dr Sammy Lee Elementary Medical and Health Science Magnet,"[('dr sammy lee medical and health science magnet elementary', 95.0, 'dr-sammy-lee-medical-and-health-science-magnet-elementary')]",dr-sammy-lee-medical-and-health-science-magnet-elementary,,,,95,,,
502,LAUSD,dr-theodore-t-alexander-jr-science-center-school,3737 S Figueroa St,Los Angeles,Dr Theodore T Alexander Jr Science Center School,"[('dr theodore t alexander jr science center', 95.0, 'dr-theodore-t-alexander-jr-science-center')]",dr-theodore-t-alexander-jr-science-center,,,,95,,,
503,LAUSD,dr-theodore-t-alexander-jr-science-ctr-dl-two-way-im-spanish,3737 S Figueroa St,Los Angeles,Dr Theodore T Alexander Jr Science Ctr DL Two-Way Im Spanish,[],,,,,,,,
504,LAUSD,duke-ellington-continuation-high,1541 W 110th St,Los Angeles,Duke Ellington Continuation High,"[('ellington  duke  high  continuation', 95.0, 'ellington-(duke)-high-(continuation)')]",ellington-(duke)-high-(continuation),,,,95,,,
505,LAUSD,dyer-street-elementary,14500 Dyer St,Sylmar,Dyer Street Elementary,"[('dyer street elementary', 100.0, 'dyer-street-elementary')]",dyer-street-elementary,Los Angeles Unified,Active,14500 Dyer St.,100,,,
506,LAUSD,eagle-rock-elementary,2057 Fair Park Ave,Los Angeles,Eagle Rock Elementary,"[('eagle rock elementary', 100.0, 'eagle-rock-elementary')]",eagle-rock-elementary,Los Angeles Unified,Active,2057 Fair Park Ave.,100,,,
507,LAUSD,eagle-rock-elementary-gifted-magnet,2057 Fair Park Ave,Los Angeles,Eagle Rock Elementary Gifted Magnet,"[('eagle rock gifted magnet', 95.0, 'eagle-rock-gifted-magnet')]",eagle-rock-gifted-magnet,,,,95,,,
508,LAUSD,eagle-rock-elementary-highly-gifted-magnet,2057 Fair Park Ave,Los Angeles,Eagle Rock Elementary Highly Gifted Magnet,"[('eagle rock elementary', 90.0, 'eagle-rock-elementary')]",eagle-rock-elementary,,,,90,,,
509,LAUSD,eagle-rock-high-school,1750 Yosemite Dr,Los Angeles,Eagle Rock High School,"[('eagle rock high', 95.0, 'eagle-rock-high')]",eagle-rock-high,,,,95,,,
510,LAUSD,eagle-rock-high-school-gifted-magnet,1750 Yosemite Dr,Los Angeles,Eagle Rock High School Gifted Magnet,"[('eagle rock high', 90.0, 'eagle-rock-high')]",eagle-rock-high,,,,90,,,
511,LAUSD,eagle-tree-continuation-high,22628 S Main St,Carson,Eagle Tree Continuation High,"[('eagle tree continuation', 95.0, 'eagle-tree-continuation')]",eagle-tree-continuation,,,,95,,,
512,LAUSD,early-college-academy---la-trade-tech-college,400 W Washington Blvd,Los Angeles,Early College Academy - LA Trade Tech College,"[('early college academy la trade tech college', 97.72727272727273, 'early-college-academy-la-trade-tech-college')]",early-college-academy-la-trade-tech-college,,,,97.72727273,,,
513,LAUSD,east-valley-senior-high,5525 Vineland Ave,North Hollywood,East Valley Senior High,"[('east valley senior high', 100.0, 'east-valley-senior-high')]",east-valley-senior-high,Los Angeles Unified,Active,5525 Vineland Ave.,100,,,
514,LAUSD,eastman-avenue-elementary,4112 E Olympic Blvd,Los Angeles,Eastman Avenue Elementary,"[('eastman avenue elementary', 100.0, 'eastman-avenue-elementary')]",eastman-avenue-elementary,Los Angeles Unified,Active,4112 East Olympic Blvd.,100,,,
515,LAUSD,eastman-avenue-elementary-dl-one-&-two-way-im-spanish,4112 E Olympic Blvd,Los Angeles,Eastman Avenue Elementary DL One & Two-Way Im Spanish,"[('eastman avenue elementary', 90.0, 'eastman-avenue-elementary')]",eastman-avenue-elementary,,,,90,,,
516,LAUSD,edward-r-roybal-lc-innov-cine-arts/music-prod-magnet,1200 W Colton St,Los Angeles,Edward R Roybal LC Innov Cine Arts/Music Prod Magnet,[],,,,,,,,
517,LAUSD,edward-r-roybal-learning-center,1200 W Colton St,Los Angeles,Edward R Roybal Learning Center,"[('edward r roybal learning center', 100.0, 'edward-r-roybal-learning-center')]",edward-r-roybal-learning-center,Los Angeles Unified,Active,1200 West Colton St.,100,,,
518,LAUSD,edwin-markham-middle-school,1650 E 104th St,Los Angeles,Edwin Markham Middle School,"[('edwin markham middle', 95.0, 'edwin-markham-middle')]",edwin-markham-middle,,,,95,,,
519,LAUSD,edwin-markham-middle-school-health-careers-magnet,1650 E 104th St,Los Angeles,Edwin Markham Middle School Health Careers Magnet,"[('edwin markham middle', 90.0, 'edwin-markham-middle')]",edwin-markham-middle,,,,90,,,
520,LAUSD,edwin-markham-middle-school-visual/performing-arts-magnet,1650 E 104th St,Los Angeles,Edwin Markham Middle School Visual/Performing Arts Magnet,"[('edwin markham middle', 90.0, 'edwin-markham-middle')]",edwin-markham-middle,,,,90,,,
521,LAUSD,el-dorado-avenue-elementary,12749 El Dorado Ave,Sylmar,El Dorado Avenue Elementary,"[('el dorado avenue elementary', 100.0, 'el-dorado-avenue-elementary')]",el-dorado-avenue-elementary,Los Angeles Unified,Active,12749 El Dorado Ave.,100,,,
522,LAUSD,el-oro-way-charter-for-enriched-studies,12230 El Oro Way,Granada Hills,El Oro Way Charter for Enriched Studies,"[('el oro way charter for enriched studies', 100.0, 'el-oro-way-charter-for-enriched-studies')]",el-oro-way-charter-for-enriched-studies,Los Angeles Unified,Active,12230 El Oro Way,100,,,
523,LAUSD,el-sereno-elementary,3838 Rosemead Ave,Los Angeles,El Sereno Elementary,"[('el sereno elementary', 100.0, 'el-sereno-elementary')]",el-sereno-elementary,Los Angeles Unified,Active,3838 Rosemead Ave.,100,,,
524,LAUSD,el-sereno-middle-school,2839 N Eastern Ave,Los Angeles,El Sereno Middle School,"[('el sereno middle', 95.0, 'el-sereno-middle')]",el-sereno-middle,,,,95,,,
525,LAUSD,el-sereno-middle-school-env-sci/humanitarian-magnet,2839 N Eastern Ave,Los Angeles,El Sereno Middle School Env Sci/Humanitarian Magnet,"[('el sereno middle', 90.0, 'el-sereno-middle')]",el-sereno-middle,,,,90,,,
526,LAUSD,el-sereno-middle-school-gifted-magnet,2839 N Eastern Ave,Los Angeles,El Sereno Middle School Gifted Magnet,"[('el sereno middle', 90.0, 'el-sereno-middle')]",el-sereno-middle,,,,90,,,
527,LAUSD,el-sereno-middle-school-science/tech/math-magnet,2839 N Eastern Ave,Los Angeles,El Sereno Middle School Science/Tech/Math Magnet,"[('el sereno middle', 90.0, 'el-sereno-middle')]",el-sereno-middle,,,,90,,,
528,LAUSD,elementary-community-day-school,10001 Jumilla Ave,Chatsworth,Elementary Community Day School,"[('elementary community day', 95.0, 'elementary-community-day')]",elementary-community-day,,,,95,,,
529,LAUSD,elizabeth-lc-dl-two-way-im-arabic,4811 Elizabeth St,Cudahy,Elizabeth LC DL Two-Way Im Arabic,[],,,,,,,,
530,LAUSD,elizabeth-learning-center,4811 Elizabeth St,Cudahy,Elizabeth Learning Center,"[('elizabeth learning center', 100.0, 'elizabeth-learning-center')]",elizabeth-learning-center,Los Angeles Unified,Active,4811 Elizabeth St.,100,,,
531,LAUSD,ellen-ochoa-lc-dl-two-way-im-spanish,5027 Live Oak St,Cudahy,Ellen Ochoa LC DL Two-Way Im Spanish,[],,,,,,,,
532,LAUSD,ellen-ochoa-learning-center,5027 Live Oak St,Cudahy,Ellen Ochoa Learning Center,"[('ellen ochoa learning center', 100.0, 'ellen-ochoa-learning-center')]",ellen-ochoa-learning-center,Los Angeles Unified,Active,5027 Live Oak St.,100,,,
533,LAUSD,elysian-heights-elementary-arts-magnet,1562 Baxter St,Los Angeles,Elysian Heights Elementary Arts Magnet,"[('heights elementary', 90.0, 'heights-elementary')]",heights-elementary,,,,90,,,
534,LAUSD,emelita-street-elementary,17931 Hatteras St,Encino,Emelita Street Elementary,"[('emelita street elementary', 100.0, 'emelita-street-elementary')]",emelita-street-elementary,Los Angeles Unified,Active,17931 Hatteras St.,100,,,
535,LAUSD,emerson-community-charter,1650 Selby Ave,Los Angeles,Emerson Community Charter,"[('emerson community charter', 100.0, 'emerson-community-charter')]",emerson-community-charter,Los Angeles Unified,Active,1650 Selby Ave.,100,,,
536,LAUSD,enadia-way-technology-charter,22944 Enadia Way,West Hills,Enadia Way Technology Charter,"[('enadia way technology charter', 100.0, 'enadia-way-technology-charter')]",enadia-way-technology-charter,Los Angeles Unified,Active,22944 Enadia Way,100,,,
537,LAUSD,encino-charter-elementary,16941 Addison St,Encino,Encino Charter Elementary,"[('encino charter elementary', 100.0, 'encino-charter-elementary')]",encino-charter-elementary,Los Angeles Unified,Active,16941 Addison St.,100,,,
538,LAUSD,ernest-lawrence-middle-school,10100 Variel Ave,Chatsworth,Ernest Lawrence Middle School,"[('ernest lawrence middle', 95.0, 'ernest-lawrence-middle')]",ernest-lawrence-middle,,,,95,,,
539,LAUSD,ernest-lawrence-middle-school-gifted-magnet,10100 Variel Ave,Chatsworth,Ernest Lawrence Middle School Gifted Magnet,"[('ernest lawrence middle', 90.0, 'ernest-lawrence-middle')]",ernest-lawrence-middle,,,,90,,,
540,LAUSD,ernest-lawrence-middle-school-pioneering-science-magnet,10100 Variel Ave,Chatsworth,Ernest Lawrence Middle School Pioneering Science Magnet,"[('pioneer', 90.0, 'pioneer')]",pioneer,,,,90,,,
541,LAUSD,ernest-p-willenberg-special-education-center,308 Weymouth Ave,San Pedro,Ernest P Willenberg Special Education Center,"[('ernest p willenberg special education center', 100.0, 'ernest-p-willenberg-special-education-center')]",ernest-p-willenberg-special-education-center,Los Angeles Unified,Active,308 Weymouth Ave.,100,,,
542,LAUSD,erwin-elementary,13400 Erwin St,Van Nuys,Erwin Elementary,"[('erwin elementary', 100.0, 'erwin-elementary')]",erwin-elementary,Los Angeles Unified,Active,13400 Erwin St.,100,,,
543,LAUSD,eshelman-avenue-elementary,25902 Eshelman Ave,Lomita,Eshelman Avenue Elementary,"[('eshelman avenue elementary', 100.0, 'eshelman-avenue-elementary')]",eshelman-avenue-elementary,Los Angeles Unified,Active,25902 Eshelman Ave.,100,,,
544,LAUSD,esperanza-elementary,680 Little St,Los Angeles,Esperanza Elementary,"[('esperanza elementary', 100.0, 'esperanza-elementary')]",esperanza-elementary,Oakland Unified,Active,10315 E St.,100,,,
545,LAUSD,esperanza-elementary,680 Little St,Los Angeles,Esperanza Elementary,"[('esperanza elementary', 100.0, 'esperanza-elementary')]",esperanza-elementary,Los Angeles Unified,Active,680 Little St.,100,,,
546,LAUSD,esperanza-elementary,680 Little St,Los Angeles,Esperanza Elementary,"[('esperanza elementary', 100.0, 'esperanza-elementary')]",esperanza-elementary,Westside Union Elementary,Active,40521 35th St. West,100,,,
547,LAUSD,esteban-torres-hs---east-los-angeles-performing-arts-magnet,4211 Dozier St,Los Angeles,Esteban Torres HS - East Los Angeles Performing Arts Magnet,"[('esteban torres east la performing arts magnet', 91.72413793103448, 'esteban-torres-east-la-performing-arts-magnet')]",esteban-torres-east-la-performing-arts-magnet,,,,91.72413793,,,
548,LAUSD,esteban-torres-hs---east-los-angeles-renaissance-academy,4211 Dozier St,Los Angeles,Esteban Torres HS - East Los Angeles Renaissance Academy,"[('east los angeles renaissance academy at esteban e torres high no 2', 92.28571428571428, 'east-los-angeles-renaissance-academy-at-esteban-e-torres-high-no-2')]",east-los-angeles-renaissance-academy-at-esteban-e-torres-high-no-2,,,,92.28571429,,,
549,LAUSD,esteban-torres-hs---engineer-&-technology-academy,4211 Dozier St,Los Angeles,Esteban Torres HS - Engineer & Technology Academy,[],,,,,,,,
550,LAUSD,esteban-torres-hs---humanitas-academy-of-art-&-technology,4211 Dozier St,Los Angeles,Esteban Torres HS - Humanitas Academy of Art & Technology,"[('humanitas academy of art and technology at esteban e torres high no 4', 92.23300970873787, 'humanitas-academy-of-art-and-technology-at-esteban-e-torres-high-no-4')]",humanitas-academy-of-art-and-technology-at-esteban-e-torres-high-no-4,,,,92.23300971,,,
551,LAUSD,esteban-torres-hs---social-justice-leadership-acad-magnet,4211 Dozier St,Los Angeles,Esteban Torres HS - Social Justice Leadership Acad Magnet,[],,,,,,,,
552,LAUSD,estrella-elementary,120 E 57th St,Los Angeles,Estrella Elementary,"[('estrella elementary', 100.0, 'estrella-elementary')]",estrella-elementary,Los Angeles Unified,Active,120 East 57th St.,100,,,
553,LAUSD,euclid-avenue-elementary,806 Euclid Ave,Los Angeles,Euclid Avenue Elementary,"[('euclid avenue elementary', 100.0, 'euclid-avenue-elementary')]",euclid-avenue-elementary,Los Angeles Unified,Active,806 Euclid Ave.,100,,,
554,LAUSD,euclid-avenue-elementary-dl-two-way-im-spanish,806 Euclid Ave,Los Angeles,Euclid Avenue Elementary DL Two-Way Im Spanish,"[('euclid avenue elementary', 90.0, 'euclid-avenue-elementary')]",euclid-avenue-elementary,,,,90,,,
555,LAUSD,euclid-avenue-elementary-gifted/steam-magnet,806 Euclid Ave,Los Angeles,Euclid Avenue Elementary Gifted/STEAM Magnet,"[('euclid avenue elementary', 90.0, 'euclid-avenue-elementary')]",euclid-avenue-elementary,,,,90,,,
556,LAUSD,evergreen-avenue-elementary,2730 Ganahl St,Los Angeles,Evergreen Avenue Elementary,"[('evergreen avenue elementary', 100.0, 'evergreen-avenue-elementary')]",evergreen-avenue-elementary,Los Angeles Unified,Active,2730 Ganahl St.,100,,,
557,LAUSD,evergreen-continuation-high,13101 Dronfield Ave,Sylmar,Evergreen Continuation High,"[('evergreen continuation', 95.0, 'evergreen-continuation')]",evergreen-continuation,,,,95,,,
558,LAUSD,fair-avenue-elementary,6501 Fair Ave,North Hollywood,Fair Avenue Elementary,"[('fair avenue elementary', 100.0, 'fair-avenue-elementary')]",fair-avenue-elementary,Los Angeles Unified,Active,6501 Fair Ave.,100,,,
559,LAUSD,fairburn-avenue-elementary,1403 Fairburn Ave,Los Angeles,Fairburn Avenue Elementary,"[('fairburn avenue elementary', 100.0, 'fairburn-avenue-elementary')]",fairburn-avenue-elementary,Los Angeles Unified,Active,1403 Fairburn Ave.,100,,,
560,LAUSD,fairfax-senior-high,7850 Melrose Ave,Los Angeles,Fairfax Senior High,"[('fairfax senior high', 100.0, 'fairfax-senior-high')]",fairfax-senior-high,Los Angeles Unified,Active,7850 Melrose Ave.,100,,,
561,LAUSD,fairfax-senior-high-police-academy-magnet,7850 Melrose Ave,Los Angeles,Fairfax Senior High Police Academy Magnet,"[('fairfax senior high', 90.0, 'fairfax-senior-high')]",fairfax-senior-high,,,,90,,,
562,LAUSD,fairfax-senior-high-visual-arts-magnet,7850 Melrose Ave,Los Angeles,Fairfax Senior High Visual Arts Magnet,"[('fairfax senior high', 90.0, 'fairfax-senior-high')]",fairfax-senior-high,,,,90,,,
563,LAUSD,farmdale-elementary,2660 Ruth Swiggett Dr,Los Angeles,Farmdale Elementary,"[('farmdale elementary', 100.0, 'farmdale-elementary')]",farmdale-elementary,Los Angeles Unified,Active,2660 Ruth Swiggett Dr.,100,,,
564,LAUSD,farmdale-elementary,2660 Ruth Swiggett Dr,Los Angeles,Farmdale Elementary,"[('farmdale elementary', 100.0, 'farmdale-elementary')]",farmdale-elementary,Weaver Union,Active,100 Winder Ave.,100,,,
565,LAUSD,farmdale-elementary-dl-two-way-im-spanish,2660 Ruth Swiggett Dr,Los Angeles,Farmdale Elementary DL Two-Way Im Spanish,"[('farmdale elementary', 90.0, 'farmdale-elementary')]",farmdale-elementary,,,,90,,,
566,LAUSD,felicitas-and-gonzalo-mendez-senior-high,1200 Plaza Del Sol,Los Angeles,Felicitas And Gonzalo Mendez Senior High,"[('felicitas and gonzalo mendez high', 95.0, 'felicitas-and-gonzalo-mendez-high')]",felicitas-and-gonzalo-mendez-high,,,,95,,,
567,LAUSD,fernangeles-dl-one-&-two-way-im-spanish,12001 Art St,Sun Valley,Fernangeles DL One & Two-Way Im Spanish,[],,,,,,,,
568,LAUSD,fernangeles-elementary,12001 Art St,Sun Valley,Fernangeles Elementary,"[('fernangeles elementary', 100.0, 'fernangeles-elementary')]",fernangeles-elementary,Los Angeles Unified,Active,12001 Art St.,100,,,
569,LAUSD,figueroa-street-elementary,510 W 111th St,Los Angeles,Figueroa Street Elementary,"[('figueroa street elementary', 100.0, 'figueroa-street-elementary')]",figueroa-street-elementary,Los Angeles Unified,Active,510 West 111th St.,100,,,
570,LAUSD,fishburn-avenue-elementary,5701 Fishburn Ave,Maywood,Fishburn Avenue Elementary,"[('fishburn avenue elementary', 100.0, 'fishburn-avenue-elementary')]",fishburn-avenue-elementary,Los Angeles Unified,Active,5701 Fishburn Ave.,100,,,
571,LAUSD,fishburn-avenue-elementary-dl-two-way-im-spanish,5701 Fishburn Ave,Maywood,Fishburn Avenue Elementary DL Two-Way Im Spanish,"[('fishburn avenue elem', 90.0, 'fishburn-avenue-elem')]",fishburn-avenue-elem,,,,90,,,
572,LAUSD,fletcher-drive-elementary,3350 Fletcher Dr,Los Angeles,Fletcher Drive Elementary,"[('fletcher drive elementary', 100.0, 'fletcher-drive-elementary')]",fletcher-drive-elementary,Los Angeles Unified,Active,3350 Fletcher Dr.,100,,,
573,LAUSD,fletcher-drive-elementary-steam-magnet,3350 Fletcher Dr,Los Angeles,Fletcher Drive Elementary STEAM Magnet,"[('fletcher drive elementary', 90.0, 'fletcher-drive-elementary')]",fletcher-drive-elementary,,,,90,,,
574,LAUSD,florence-avenue-elementary,7211 Bell Ave,Los Angeles,Florence Avenue Elementary,"[('florence avenue elementary', 100.0, 'florence-avenue-elementary')]",florence-avenue-elementary,Los Angeles Unified,Active,7211 Bell Ave.,100,,,
575,LAUSD,florence-avenue-elementary-dl-two-way-im-spanish,7211 Bell Ave,Los Angeles,Florence Avenue Elementary DL Two-Way Im Spanish,"[('florence avenue elementary', 90.0, 'florence-avenue-elementary')]",florence-avenue-elementary,,,,90,,,
576,LAUSD,florence-griffith-joyner-elem-visual/perf-arts-magnet,1963 E 103rd St,Los Angeles,Florence Griffith Joyner Elem Visual/Perf Arts Magnet,[],,,,,,,,
577,LAUSD,florence-griffith-joyner-elementary,1963 E 103rd St,Los Angeles,Florence Griffith Joyner Elementary,"[('florence griffith joyner elementary', 100.0, 'florence-griffith-joyner-elementary')]",florence-griffith-joyner-elementary,Los Angeles Unified,Active,1963 East 103rd St.,100,,,
578,LAUSD,florence-nightingale-middle-med/hea/kinesiology-magnet,3311 N Figueroa St,Los Angeles,Florence Nightingale Middle Med/Hea/Kinesiology Magnet,"[('florence nightingale middle', 90.0, 'florence-nightingale-middle')]",florence-nightingale-middle,,,,90,,,
579,LAUSD,florence-nightingale-middle-school,3311 N Figueroa St,Los Angeles,Florence Nightingale Middle School,"[('nightingale  florence  school', 95.0, 'nightingale-(florence)-school')]",nightingale-(florence)-school,,,,95,,,
580,LAUSD,florence-nightingale-middle-school-bus-entrprshp-tech-magnet,3311 N Figueroa St,Los Angeles,Florence Nightingale Middle School Bus Entrprshp Tech Magnet,"[('florence nightingale middle', 90.0, 'florence-nightingale-middle')]",florence-nightingale-middle,,,,90,,,
581,LAUSD,florence-nightingale-middle-school-gifted-stem-magnet,3311 N Figueroa St,Los Angeles,Florence Nightingale Middle School Gifted STEM Magnet,"[('florence nightingale middle', 90.0, 'florence-nightingale-middle')]",florence-nightingale-middle,,,,90,,,
582,LAUSD,flournoy-elementary-dl-two-way-im-spanish,1630 E 111th St,Los Angeles,Flournoy Elementary DL Two-Way Im Spanish,"[('flournoy elementary', 90.0, 'flournoy-elementary')]",flournoy-elementary,,,,90,,,
583,LAUSD,ford-boulevard-elementary,1112 S Ford Blvd,Los Angeles,Ford Boulevard Elementary,"[('ford boulevard elementary', 100.0, 'ford-boulevard-elementary')]",ford-boulevard-elementary,Los Angeles Unified,Active,1112 South Ford Blvd.,100,,,
584,LAUSD,ford-boulevard-elementary-dl-two-way-im-spanish,1112 S Ford Blvd,Los Angeles,Ford Boulevard Elementary DL Two-Way Im Spanish,"[('ford boulevard elementary', 90.0, 'ford-boulevard-elementary')]",ford-boulevard-elementary,,,,90,,,
585,LAUSD,foshay-learning-center,3751 S Harvard Blvd,Los Angeles,Foshay Learning Center,"[('foshay learning center', 100.0, 'foshay-learning-center')]",foshay-learning-center,Los Angeles Unified,Active,3751 South Harvard Blvd.,100,,,
586,LAUSD,francisco-bravo-senior-high-medical-magnet,1200 N Cornwell St,Los Angeles,Francisco Bravo Senior High Medical Magnet,"[('francisco bravo medical magnet high', 95.0, 'francisco-bravo-medical-magnet-high')]",francisco-bravo-medical-magnet-high,,,,95,,,
587,LAUSD,francisco-sepulveda-middle-kine/sports-medicine-magnet,15330 Plummer St,North Hills,Francisco Sepulveda Middle Kine/Sports Medicine Magnet,"[('francisco sepulveda middle', 90.0, 'francisco-sepulveda-middle')]",francisco-sepulveda-middle,,,,90,,,
588,LAUSD,francisco-sepulveda-middle-school,15330 Plummer St,North Hills,Francisco Sepulveda Middle School,"[('francisco sepulveda middle', 95.0, 'francisco-sepulveda-middle')]",francisco-sepulveda-middle,,,,95,,,
589,LAUSD,francisco-sepulveda-middle-school-gifted-magnet,15330 Plummer St,North Hills,Francisco Sepulveda Middle School Gifted Magnet,"[('francisco sepulveda middle', 90.0, 'francisco-sepulveda-middle')]",francisco-sepulveda-middle,,,,90,,,
590,LAUSD,frank-del-olmo-elementary,100 N New Hampshire Ave,Los Angeles,Frank Del Olmo Elementary,"[('frank del olmo elementary', 100.0, 'frank-del-olmo-elementary')]",frank-del-olmo-elementary,Los Angeles Unified,Active,100 North New Hampshire Ave.,100,,,
591,LAUSD,franklin-avenue-elementary,1910 N Commonwealth Ave,Los Angeles,Franklin Avenue Elementary,"[('franklin avenue elementary', 100.0, 'franklin-avenue-elementary')]",franklin-avenue-elementary,Los Angeles Unified,Active,1910 North Commonwealth Ave.,100,,,
592,LAUSD,frida-kahlo-continuation-high,1924 S Los Angeles St,Los Angeles,Frida Kahlo Continuation High,"[('continuation high', 90.0, 'continuation-high')]",continuation-high,,,,90,,,
593,LAUSD,fries-avenue-elementary,1301 Fries Ave,Wilmington,Fries Avenue Elementary,"[('fries avenue elementary', 100.0, 'fries-avenue-elementary')]",fries-avenue-elementary,Los Angeles Unified,Active,1301 Fries Ave.,100,,,
594,LAUSD,fullbright-avenue-elementary,6940 Fullbright Ave,Winnetka,Fullbright Avenue Elementary,"[('fullbright avenue elementary', 100.0, 'fullbright-avenue-elementary')]",fullbright-avenue-elementary,Los Angeles Unified,Active,6940 Fullbright Ave.,100,,,
595,LAUSD,fullbright-avenue-elementary-dl-two-way-im-spanish,6940 Fullbright Av,Winnetka,Fullbright Avenue Elementary DL Two-Way Im Spanish,"[('fullbright avenue elementary', 90.0, 'fullbright-avenue-elementary')]",fullbright-avenue-elementary,,,,90,,,
596,LAUSD,garden-grove-elementary,18141 Valerio St,Reseda,Garden Grove Elementary,"[('garden grove elementary', 100.0, 'garden-grove-elementary')]",garden-grove-elementary,Los Angeles Unified,Active,18141 Valerio St.,100,,,
597,LAUSD,garden-grove-elementary,18141 Valerio St,Reseda,Garden Grove Elementary,"[('garden grove elementary', 100.0, 'garden-grove-elementary')]",garden-grove-elementary,Simi Valley Unified,Active,2250 North Tracy Ave.,100,,,
598,LAUSD,gardena-elementary,647 W Gardena Blvd,Gardena,Gardena Elementary,"[('gardena elementary', 100.0, 'gardena-elementary')]",gardena-elementary,Los Angeles Unified,Active,647 West Gardena Blvd.,100,,,
599,LAUSD,gardena-elementary-dl-two-way-im-spanish,647 W Gardena Blvd,Gardena,Gardena Elementary DL Two-Way Im Spanish,"[('gardena elementary', 90.0, 'gardena-elementary')]",gardena-elementary,,,,90,,,
600,LAUSD,gardena-senior-high,1301 W 182nd St,Gardena,Gardena Senior High,"[('gardena senior high', 100.0, 'gardena-senior-high')]",gardena-senior-high,Los Angeles Unified,Active,1301 West 182nd St.,100,,,
601,LAUSD,gardena-senior-high-global-business-magnet,1301 W 182nd St,Gardena,Gardena Senior High Global Business Magnet,"[('gardena senior high', 90.0, 'gardena-senior-high')]",gardena-senior-high,,,,90,,,
602,LAUSD,gardena-senior-high-law/public-service-magnet,1301 W 182nd St,Gardena,Gardena Senior High Law/Public Service Magnet,"[('gardena senior high', 90.0, 'gardena-senior-high')]",gardena-senior-high,,,,90,,,
603,LAUSD,gardner-street-elementary,7450 Hawthorn Ave,Los Angeles,Gardner Street Elementary,"[('gardner street elementary', 100.0, 'gardner-street-elementary')]",gardner-street-elementary,Los Angeles Unified,Active,7450 Hawthorn Ave.,100,,,
604,LAUSD,garvanza-elementary-technology/leadership-magnet,317 N Avenue 62,Los Angeles,Garvanza Elementary Technology/Leadership Magnet,"[('garvanza elementary', 90.0, 'garvanza-elementary')]",garvanza-elementary,,,,90,,,
605,LAUSD,gaspar-de-portola-charter-middle,18720 Linnet St,Tarzana,Gaspar de Portola Charter Middle,"[('gaspar de portola charter middle', 100.0, 'gaspar-de-portola-charter-middle')]",gaspar-de-portola-charter-middle,Los Angeles Unified,Active,18720 Linnet St.,100,,,
606,LAUSD,gaspar-de-portola-charter-middle-highly-gifted-magnet,18720 Linnet St,Tarzana,Gaspar de Portola Charter Middle Highly Gifted Magnet,"[('gaspar de portola charter middle', 90.0, 'gaspar-de-portola-charter-middle')]",gaspar-de-portola-charter-middle,,,,90,,,
607,LAUSD,gaspar-de-portola-cm---academy-of-integrated-arts-&-tech,18720 Linnet St,Tarzana,Gaspar de Portola CM - Academy of Integrated Arts & Tech,[],,,,,,,,
608,LAUSD,gates-street-elementary,3333 Manitou Ave,Los Angeles,Gates Street Elementary,"[('gates street elementary', 100.0, 'gates-street-elementary')]",gates-street-elementary,Los Angeles Unified,Active,3333 Manitou Ave.,100,,,
609,LAUSD,gates-street-elementary-dl-two-way-im-mandarin,3333 Manitou Ave,Los Angeles,Gates Street Elementary DL Two-Way Im Mandarin,"[('gates street elementary', 90.0, 'gates-street-elementary')]",gates-street-elementary,,,,90,,,
610,LAUSD,gates-street-elementary-dl-two-way-im-spanish,3333 Manitou Ave,Los Angeles,Gates Street Elementary DL Two-Way Im Spanish,"[('gates street elementary', 90.0, 'gates-street-elementary')]",gates-street-elementary,,,,90,,,
611,LAUSD,gault-street-elementary,17000 Gault St,Lake Balboa,Gault Street Elementary,"[('gault street elementary', 100.0, 'gault-street-elementary')]",gault-street-elementary,Los Angeles Unified,Active,17000 Gault St.,100,,,
