,district_x,name,address_x,city,original_name_x,Match,simple_name,district_y,status,address_y,Score,,,
1055,LAUSD,open-charter-magnet,5540 W 77th St,Los Angeles,Open Charter Magnet,"[('open charter magnet', 100.0, 'open-charter-magnet')]",open-charter-magnet,Los Angeles Unified,Active,5540 West 77th St.,100,,,
1056,LAUSD,orchard-academies-2b,6411 Orchard Ave,Bell,Orchard Academies 2B,"[('orchard academies 2b', 100.0, 'orchard-academies-2b')]",orchard-academies-2b,Los Angeles Unified,Active,6411 Orchard Ave.,100,,,
1057,LAUSD,orchard-academies-2c,6411 Orchard Ave,Bell,Orchard Academies 2C,"[('orchard academies 2c', 100.0, 'orchard-academies-2c')]",orchard-academies-2c,Los Angeles Unified,Active,6411 Orchard Ave.,100,,,
1058,LAUSD,orthopaedic-hospital-senior-high-medical-magnet,300 W 23rd St,Los Angeles,Orthopaedic Hospital Senior High Medical Magnet,"[('orthopaedic hospital', 90.0, 'orthopaedic-hospital')]",orthopaedic-hospital,,,,90,,,
1059,LAUSD,orville-wright-engineering-and-design-magnet,6550 W 80th St,Los Angeles,Orville Wright Engineering and Design Magnet,"[('orville wright engineering and design magnet', 100.0, 'orville-wright-engineering-and-design-magnet')]",orville-wright-engineering-and-design-magnet,Los Angeles Unified,Active,6550 West 80th St.,100,,,
1060,LAUSD,orville-wright-gifted-magnet,6550 W 80th St,Los Angeles,Orville Wright Gifted Magnet,[],,,,,,,,
1061,LAUSD,osceola-street-elementary,14940 Osceola St,Sylmar,Osceola Street Elementary,"[('osceola street elementary', 100.0, 'osceola-street-elementary')]",osceola-street-elementary,Los Angeles Unified,Active,14940 Osceola St.,100,,,
1062,LAUSD,overland-avenue-elementary,10650 Ashby Ave,Los Angeles,Overland Avenue Elementary,"[('overland avenue elementary', 100.0, 'overland-avenue-elementary')]",overland-avenue-elementary,Los Angeles Unified,Active,10650 Ashby Ave.,100,,,
1063,LAUSD,owensmouth-continuation-high,6921 Jordan Ave,Canoga Park,Owensmouth Continuation High,"[('owensmouth continuation', 95.0, 'owensmouth-continuation')]",owensmouth-continuation,,,,95,,,
1064,LAUSD,oxnard-street-elementary,10912 Oxnard St,North Hollywood,Oxnard Street Elementary,"[('oxnard street elementary', 100.0, 'oxnard-street-elementary')]",oxnard-street-elementary,Los Angeles Unified,Active,10912 Oxnard St.,100,,,
1065,LAUSD,pacific-boulevard-school,2660 E 57th St,Huntington Pk,Pacific Boulevard School,"[('pacific boulevard', 95.0, 'pacific-boulevard')]",pacific-boulevard,,,,95,,,
1066,LAUSD,pacific-boulevard-school-dl-two-way-im-spanish,5714 Pacific Blvd,Huntington Pk,Pacific Boulevard School DL Two-Way Im Spanish,"[('pacific boulevard', 90.0, 'pacific-boulevard')]",pacific-boulevard,,,,90,,,
1067,LAUSD,pacoima-middle-school,9919 Laurel Canyon Blvd,Pacoima,Pacoima Middle School,"[('pacoima middle', 90.0, 'pacoima-middle')]",pacoima-middle,,,,90,,,
1068,LAUSD,pacoima-middle-school-computer-science/math-magnet,9919 Laurel Canyon Blvd,Pacoima,Pacoima Middle School Computer Science/Math Magnet,"[('pacoima middle', 90.0, 'pacoima-middle')]",pacoima-middle,,,,90,,,
1069,LAUSD,pacoima-middle-school-film/media/perf-arts-magnet,9919 Laurel Canyon Blvd,Pacoima,Pacoima Middle School Film/Media/Perf Arts Magnet,"[('pacoima middle', 90.0, 'pacoima-middle')]",pacoima-middle,,,,90,,,
1070,LAUSD,palisades-charter-elementary,800 Via De La Paz,Pacific Palisades,Palisades Charter Elementary,"[('palisades charter elementary', 100.0, 'palisades-charter-elementary')]",palisades-charter-elementary,Los Angeles Unified,Active,800 Via de La Paz,100,,,
1071,LAUSD,palms-elementary,3520 Motor Ave,Los Angeles,Palms Elementary,"[('palms elementary', 100.0, 'palms-elementary')]",palms-elementary,ABC Unified,Active,12445 East 207th St.,100,,,
1072,LAUSD,palms-elementary,3520 Motor Ave,Los Angeles,Palms Elementary,"[('palms elementary', 100.0, 'palms-elementary')]",palms-elementary,Los Angeles Unified,Active,3520 Motor Ave.,100,,,
1073,LAUSD,palms-elementary,3520 Motor Ave,Los Angeles,Palms Elementary,"[('palms elementary', 100.0, 'palms-elementary')]",palms-elementary,Perris Elementary,Active,255 East Jarvis,100,,,
1074,LAUSD,palms-middle-school,10860 Woodbine St,Los Angeles,Palms Middle School,"[('palms middle', 90.0, 'palms-middle')]",palms-middle,,,,90,,,
1075,LAUSD,palms-middle-school-gifted-magnet,10860 Woodbine St,Los Angeles,Palms Middle School Gifted Magnet,"[('palms middle', 90.0, 'palms-middle')]",palms-middle,,,,90,,,
1076,LAUSD,palms-middle-school-modern-media/comm-magnet,10860 Woodbine St,Los Angeles,Palms Middle School Modern Media/Comm Magnet,"[('palms middle', 90.0, 'palms-middle')]",palms-middle,,,,90,,,
1077,LAUSD,panorama-city-elementary,8600 Kester Ave,Panorama City,Panorama City Elementary,"[('panorama city elementary', 100.0, 'panorama-city-elementary')]",panorama-city-elementary,Los Angeles Unified,Active,8600 Kester Ave.,100,,,
1078,LAUSD,panorama-senior-high,8015 Van Nuys Bl,Panorama City,Panorama Senior High,[],,,,,,,,
1079,LAUSD,panorama-senior-high-gifted-steam-magnet,8015 Van Nuys Bl,Panorama City,Panorama Senior High Gifted STEAM Magnet,[],,,,,,,,
1080,LAUSD,panorama-senior-high-social-justice/lead-magnet,8015 Van Nuys Blvd,Panorama City,Panorama Senior High Social Justice/Lead Magnet,[],,,,,,,,
1081,LAUSD,panorama-senior-high-sports-med/info-tech-magnet,8015 Van Nuys Blvd,Panorama City,Panorama Senior High Sports Med/Info Tech Magnet,[],,,,,,,,
1082,LAUSD,park-avenue-elementary,8020 Park Ave,Cudahy,Park Avenue Elementary,"[('park avenue elementary', 100.0, 'park-avenue-elementary')]",park-avenue-elementary,Los Angeles Unified,Active,8020 Park Ave.,100,,,
1083,LAUSD,park-avenue-elementary,8020 Park Ave,Cudahy,Park Avenue Elementary,"[('park avenue elementary', 100.0, 'park-avenue-elementary')]",park-avenue-elementary,Perris Elementary,Closed,445 South Park Ave.,100,,,
1084,LAUSD,park-avenue-elementary,8020 Park Ave,Cudahy,Park Avenue Elementary,"[('park avenue elementary', 100.0, 'park-avenue-elementary')]",park-avenue-elementary,Yuba City Unified,Active,100 Morton St.,100,,,
1085,LAUSD,park-avenue-elementary-dl-two-way-im-spanish,8020 Park Av,Cudahy,Park Avenue Elementary DL Two-Way Im Spanish,"[('park avenue elementary', 90.0, 'park-avenue-elementary')]",park-avenue-elementary,,,,90,,,
1086,LAUSD,park-western-pl-elementary-gifted/steam-magnet,1214 Park Western Pl,San Pedro,Park Western Pl Elementary Gifted/STEAM Magnet,[],,,,,,,,
1087,LAUSD,park-western-place-elementary,1214 Park Western Pl,San Pedro,Park Western Place Elementary,"[('park western place elementary', 100.0, 'park-western-place-elementary')]",park-western-place-elementary,Los Angeles Unified,Active,1214 Park Western Pl.,100,,,
1088,LAUSD,parmelee-avenue-elementary,1338 E 76th Pl,Los Angeles,Parmelee Avenue Elementary,"[('parmelee avenue elementary', 100.0, 'parmelee-avenue-elementary')]",parmelee-avenue-elementary,Los Angeles Unified,Active,1338 East 76th Pl.,100,,,
1089,LAUSD,parmelee-avenue-elementary-dl-two-way-im-spanish,1338 E 76th Pl,Los Angeles,Parmelee Avenue Elementary DL Two-Way Im Spanish,"[('parmelee avenue elementary', 90.0, 'parmelee-avenue-elementary')]",parmelee-avenue-elementary,,,,90,,,
1090,LAUSD,parthenia-academy-of-arts-and-technology,16825 Napa St,North Hills,Parthenia Academy of Arts and Technology,"[('parthenia academy of arts and technology', 100.0, 'parthenia-academy-of-arts-and-technology')]",parthenia-academy-of-arts-and-technology,Los Angeles Unified,Active,16825 Napa St.,100,,,
1091,LAUSD,paseo-del-rey-elementary-natural-science-magnet,7751 Paseo Del Rey,Playa Del Rey,Paseo del Rey Elementary Natural Science Magnet,"[('del rey elementary', 90.0, 'del-rey-elementary')]",del-rey-elementary,,,,90,,,
1092,LAUSD,patrick-henry-middle-school,17340 San Jose St,Granada Hills,Patrick Henry Middle School,"[('patrick henry middle', 95.0, 'patrick-henry-middle')]",patrick-henry-middle,,,,95,,,
1093,LAUSD,patrick-henry-middle-school-computer/math/science-magnet,17340 San Jose St,Granada Hills,Patrick Henry Middle School Computer/Math/Science Magnet,"[('patrick henry middle', 90.0, 'patrick-henry-middle')]",patrick-henry-middle,,,,90,,,
1094,LAUSD,patrick-henry-middle-school-visual-&-performing-arts-magnet,17340 San Jose St,Granada Hills,Patrick Henry Middle School Visual & Performing Arts Magnet,"[('patrick henry middle', 90.0, 'patrick-henry-middle')]",patrick-henry-middle,,,,90,,,
1095,LAUSD,paul-revere-charter-middle-school,1450 Allenford Ave,Los Angeles,Paul Revere Charter Middle School,"[('paul revere charter middle', 95.0, 'paul-revere-charter-middle')]",paul-revere-charter-middle,,,,95,,,
1096,LAUSD,paul-revere-charter-middle-school-science/tech/math-magnet,1450 Allenford Ave,Los Angeles,Paul Revere Charter Middle School Science/Tech/Math Magnet,"[('paul revere charter middle', 90.0, 'paul-revere-charter-middle')]",paul-revere-charter-middle,,,,90,,,
1097,LAUSD,phineas-banning-senior-high,1527 Lakme Ave,Wilmington,Phineas Banning Senior High,"[('phineas banning senior high', 100.0, 'phineas-banning-senior-high')]",phineas-banning-senior-high,Los Angeles Unified,Active,1527 Lakme Ave.,100,,,
1098,LAUSD,phineas-banning-senior-high-college-preparatory-magnet,1527 Lakme Ave,Wilmington,Phineas Banning Senior High College Preparatory Magnet,"[('phineas banning senior high', 90.0, 'phineas-banning-senior-high')]",phineas-banning-senior-high,,,,90,,,
1099,LAUSD,phineas-banning-senior-high-firefighter-magnet,1527 Lakme Ave,Wilmington,Phineas Banning Senior High Firefighter Magnet,"[('phineas banning senior high', 90.0, 'phineas-banning-senior-high')]",phineas-banning-senior-high,,,,90,,,
1100,LAUSD,phineas-banning-senior-high-police-academy-magnet,1527 Lakme Ave,Wilmington,Phineas Banning Senior High Police Academy Magnet,"[('phineas banning senior high', 90.0, 'phineas-banning-senior-high')]",phineas-banning-senior-high,,,,90,,,
1101,LAUSD,phineas-banning-senior-high-steam-magnet,1527 Lakme Ave,Wilmington,Phineas Banning Senior High STEAM Magnet,"[('phineas banning senior high', 95.0, 'phineas-banning-senior-high')]",phineas-banning-senior-high,,,,95,,,
1102,LAUSD,phoenix-continuation-high,12971 Zanja St,Los Angeles,Phoenix Continuation High,"[('phoenix high  continuation', 95.0, 'phoenix-high-(continuation)')]",phoenix-high-(continuation),,,,95,,,
1103,LAUSD,pinewood-avenue-elementary,10111 Silverton Ave,Tujunga,Pinewood Avenue Elementary,"[('pinewood avenue elementary', 100.0, 'pinewood-avenue-elementary')]",pinewood-avenue-elementary,Los Angeles Unified,Active,10111 Silverton Ave.,100,,,
1104,LAUSD,pio-pico-middle-school,1512 S Arlington Ave,Los Angeles,Pio Pico Middle School,"[('pio pico middle', 95.0, 'pio-pico-middle')]",pio-pico-middle,,,,95,,,
1105,LAUSD,plainview-academic-charter-academy,10819 Plainview Ave,Tujunga,Plainview Academic Charter Academy,"[('plainview academic charter academy', 100.0, 'plainview-academic-charter-academy')]",plainview-academic-charter-academy,Los Angeles Unified,Active,10819 Plainview Ave.,100,,,
1106,LAUSD,playa-del-rey-elementary,12221 Juniette St,Culver City,Playa Del Rey Elementary,"[('playa del rey elementary', 100.0, 'playa-del-rey-elementary')]",playa-del-rey-elementary,Los Angeles Unified,Active,12221 Juniette St.,100,,,
1107,LAUSD,playa-vista-elementary,13150 W Bluff Creek Dr,Playa Vista,Playa Vista Elementary,"[('playa vista elementary', 100.0, 'playa-vista-elementary')]",playa-vista-elementary,Los Angeles Unified,Active,13150 West Bluff Creek Dr.,100,,,
1108,LAUSD,plummer-elementary,9340 Noble Ave,North Hills,Plummer Elementary,"[('plummer elementary', 100.0, 'plummer-elementary')]",plummer-elementary,Los Angeles Unified,Active,9340 Noble Ave.,100,,,
1109,LAUSD,point-fermin-elementary-marine-science-magnet,3333 Kerckhoff Ave,San Pedro,Point Fermin Elementary Marine Science Magnet,"[('point fermin elementary', 90.0, 'point-fermin-elementary')]",point-fermin-elementary,,,,90,,,
1110,LAUSD,pomelo-community-charter-school,7633 March Ave,West Hills,Pomelo Community Charter School,"[('pomelo community charter', 95.0, 'pomelo-community-charter')]",pomelo-community-charter,,,,95,,,
1111,LAUSD,pomelo-community-charter-school-arts/sciences-magnet,7633 March Ave,West Hills,Pomelo Community Charter School Arts/Sciences Magnet,"[('pomelo community charter', 90.0, 'pomelo-community-charter')]",pomelo-community-charter,,,,90,,,
1112,LAUSD,porter-ranch-community-school,12450 Mason Ave,Porter Ranch,Porter Ranch Community School,"[('porter ranch community', 95.0, 'porter-ranch-community')]",porter-ranch-community,,,,95,,,
1113,LAUSD,porter-ranch-school-dl-two-way-im-korean,12450 Mason Ave,Porter Ranch,Porter Ranch School DL Two-Way Im Korean,[],,,,,,,,
1114,LAUSD,president-avenue-elementary,1465 W 243rd St,Harbor City,President Avenue Elementary,"[('president avenue elementary', 100.0, 'president-avenue-elementary')]",president-avenue-elementary,Los Angeles Unified,Active,1465 West 243rd St.,100,,,
1115,LAUSD,president-avenue-elementary-dl-two-way-im-spanish,1465 W 243rd St,Harbor City,President Avenue Elementary DL Two-Way Im Spanish,"[('president avenue elementary', 90.0, 'president-avenue-elementary')]",president-avenue-elementary,,,,90,,,
1116,LAUSD,primary-academy-for-success-school,9075 Willis Ave,Panorama City,Primary Academy for Success School,"[('primary academy for success', 95.0, 'primary-academy-for-success')]",primary-academy-for-success,,,,95,,,
1117,LAUSD,pueblo-de-los-angeles-continuation-high,2506 Alta St,Los Angeles,Pueblo De Los Angeles Continuation High,"[('pueblo de los angeles continuation', 95.0, 'pueblo-de-los-angeles-continuation')]",pueblo-de-los-angeles-continuation,,,,95,,,
1118,LAUSD,purche-avenue-elementary,13210 Purche Ave,Gardena,Purche Avenue Elementary,"[('purche avenue elementary', 100.0, 'purche-avenue-elementary')]",purche-avenue-elementary,Los Angeles Unified,Active,13210 Purche Ave.,100,,,
1119,LAUSD,purche-avenue-elementary-steam-magnet,13210 Purche Ave,Gardena,Purche Avenue Elementary STEAM Magnet,"[('purche avenue elementary', 90.0, 'purche-avenue-elementary')]",purche-avenue-elementary,,,,90,,,
1120,LAUSD,queen-anne-place-elementary,1212 Queen Anne Pl,Los Angeles,Queen Anne Place Elementary,"[('queen anne place elementary', 100.0, 'queen-anne-place-elementary')]",queen-anne-place-elementary,Los Angeles Unified,Active,1212 Queen Anne Pl.,100,,,
1121,LAUSD,queen-anne-place-elementary-dl-two-way-im-spanish,1212 Queen Anne Pl,Los Angeles,Queen Anne Place Elementary DL Two-Way Im Spanish,"[('queen anne place elementary', 90.0, 'queen-anne-place-elementary')]",queen-anne-place-elementary,,,,90,,,
1122,LAUSD,quincy-jones-elementary,900 E 33rd St,Los Angeles,Quincy Jones Elementary,"[('quincy jones elementary', 100.0, 'quincy-jones-elementary')]",quincy-jones-elementary,Los Angeles Unified,Active,900 East 33rd St.,100,,,
1123,LAUSD,ramon-c-cortines-school-of-visual-&-performing-arts,450 N Grand Ave,Los Angeles,Ramon C Cortines School of Visual & Performing Arts,"[('ramon c cortines school of visual and performing arts', 96.15384615384616, 'ramon-c-cortines-school-of-visual-and-performing-arts')]",ramon-c-cortines-school-of-visual-and-performing-arts,,,,96.15384615,,,
1124,LAUSD,ramona-elementary,1133 N Mariposa Ave,Los Angeles,Ramona Elementary,"[('ramona elementary', 100.0, 'ramona-elementary')]",ramona-elementary,Alhambra Unified,Active,509 West Norwood Pl.,100,,,
1125,LAUSD,ramona-elementary,1133 N Mariposa Ave,Los Angeles,Ramona Elementary,"[('ramona elementary', 100.0, 'ramona-elementary')]",ramona-elementary,Bellflower Unified,Active,9351 East Laurel St.,100,,,
1126,LAUSD,ramona-elementary,1133 N Mariposa Ave,Los Angeles,Ramona Elementary,"[('ramona elementary', 100.0, 'ramona-elementary')]",ramona-elementary,Los Angeles Unified,Active,1133 North Mariposa Ave.,100,,,
1127,LAUSD,ramona-elementary,1133 N Mariposa Ave,Los Angeles,Ramona Elementary,"[('ramona elementary', 100.0, 'ramona-elementary')]",ramona-elementary,Hemet Unified,Active,1200 East Acacia Ave.,100,,,
1128,LAUSD,ramona-elementary,1133 N Mariposa Ave,Los Angeles,Ramona Elementary,"[('ramona elementary', 100.0, 'ramona-elementary')]",ramona-elementary,Moreno Valley Unified,Active,24801 Bay Ave.,100,,,
1129,LAUSD,ramona-elementary,1133 N Mariposa Ave,Los Angeles,Ramona Elementary,"[('ramona elementary', 100.0, 'ramona-elementary')]",ramona-elementary,Ontario-Montclair,Active,4225 Howard St.,100,,,
1130,LAUSD,ramona-elementary,1133 N Mariposa Ave,Los Angeles,Ramona Elementary,"[('ramona elementary', 100.0, 'ramona-elementary')]",ramona-elementary,San Bernardino City Unified,Closed,1524 W. Seventh St.,100,,,
1131,LAUSD,ramona-elementary,1133 N Mariposa Ave,Los Angeles,Ramona Elementary,"[('ramona elementary', 100.0, 'ramona-elementary')]",ramona-elementary,Ramona City Unified,Active,415 Eighth St.,100,,,
1132,LAUSD,ramona-elementary,1133 N Mariposa Ave,Los Angeles,Ramona Elementary,"[('ramona elementary', 100.0, 'ramona-elementary')]",ramona-elementary,Oxnard,Active,804 Cooper Rd.,100,,,
1133,LAUSD,ramona-opportunity-high-school,231 S Alma Ave,Los Angeles,Ramona Opportunity High School,"[('ramona opportunity high', 95.0, 'ramona-opportunity-high')]",ramona-opportunity-high,,,,95,,,
1134,LAUSD,ranchito-avenue-elementary,7940 Ranchito Ave,Panorama City,Ranchito Avenue Elementary,"[('ranchito avenue elementary', 100.0, 'ranchito-avenue-elementary')]",ranchito-avenue-elementary,Los Angeles Unified,Active,7940 Ranchito Ave.,100,,,
1135,LAUSD,ranchito-avenue-elementary-dl-two-way-im-spanish,7940 Ranchito Av,Panorama City,Ranchito Avenue Elementary DL Two-Way Im Spanish,"[('ranchito avenue elementary', 90.0, 'ranchito-avenue-elementary')]",ranchito-avenue-elementary,,,,90,,,
1136,LAUSD,rancho-dominguez-preparatory-school,4110 Santa Fe Ave,Long Beach,Rancho Dominguez Preparatory School,"[('rancho dominguez preparatory', 95.0, 'rancho-dominguez-preparatory')]",rancho-dominguez-preparatory,,,,95,,,
1137,LAUSD,rancho-dominguez-preparatory-school-law/gov/pub-serv-magnet,4110 Santa Fe Ave,Long Beach,Rancho Dominguez Preparatory School Law/Gov/Pub Serv Magnet,"[('rancho dominguez preparatory', 90.0, 'rancho-dominguez-preparatory')]",rancho-dominguez-preparatory,,,,90,,,
1138,LAUSD,raymond-avenue-elementary,7511 Raymond Ave,Los Angeles,Raymond Avenue Elementary,"[('raymond avenue elementary', 100.0, 'raymond-avenue-elementary')]",raymond-avenue-elementary,Los Angeles Unified,Active,7511 Raymond Ave.,100,,,
1139,LAUSD,reseda-charter-high-school,18230 Kittridge St,Reseda,Reseda Charter High School,"[('reseda charter high', 95.0, 'reseda-charter-high')]",reseda-charter-high,,,,95,,,
1140,LAUSD,reseda-charter-hs-arts/media/ent-magnet,18230 Kittridge St,Reseda,Reseda Charter HS Arts/Media/Ent Magnet,[],,,,,,,,
1141,LAUSD,reseda-charter-hs-police-academy-magnet,18230 Kittridge St,Reseda,Reseda Charter HS Police Academy Magnet,[],,,,,,,,
1142,LAUSD,reseda-charter-hs-science-magnet,18230 Kittridge St,Reseda,Reseda Charter HS Science Magnet,[],,,,,,,,
1143,LAUSD,reseda-elementary,7265 Amigo Ave,Reseda,Reseda Elementary,"[('reseda elementary', 100.0, 'reseda-elementary')]",reseda-elementary,Los Angeles Unified,Active,7265 Amigo Ave.,100,,,
1144,LAUSD,rfk-comm-schls---ambassador-sch---glbl-ed-dl-one-way-im-span,3201 W 8th St,Los Angeles,RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,[],,,,,,,,
1145,LAUSD,rfk-comm-schls---ambassador-sch---glbl-ed-dl-two-way-im-kor,3201 W 8th St,Los Angeles,RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,[],,,,,,,,
1146,LAUSD,rfk-comm-schls---ambassador-school---global-education,3201 W 8th St,Los Angeles,RFK Comm Schls - Ambassador School - Global Education,[],,,,,,,,
1147,LAUSD,rfk-comm-schls---ambassador-school---global-leadership,701 S Catalina St,Los Angeles,RFK Comm Schls - Ambassador School - Global Leadership,[],,,,,,,,
1148,LAUSD,rfk-comm-schls---los-angeles-high-school-of-the-arts,701 S Catalina St,Los Angeles,RFK Comm Schls - Los Angeles High School of the Arts,"[('los angeles high school of the arts', 95.0, 'los-angeles-high-school-of-the-arts')]",los-angeles-high-school-of-the-arts,,,,95,,,
1149,LAUSD,rfk-comm-schls---new-open-world-academy-k-12,3201 W 8th St,Los Angeles,RFK Comm Schls - New Open World Academy K-12,"[('world academy', 90.0, 'world-academy')]",world-academy,,,,90,,,
1150,LAUSD,rfk-comm-schls---school-for-visual-arts-and-humanities,701 S Catalina St,Los Angeles,RFK Comm Schls - School for Visual Arts and Humanities,"[('school for the visual arts and humanities', 90.12820512820512, 'school-for-the-visual-arts-and-humanities')]",school-for-the-visual-arts-and-humanities,,,,90.12820513,,,
1151,LAUSD,rfk-comm-schls---ucla-community-school-dl-one-way-im-spanish,700 S Mariposa Ave,Los Angeles,RFK Comm Schls - UCLA Community School DL One-Way Im Spanish,"[('community school', 90.0, 'community-school')]",community-school,,,,90,,,
1152,LAUSD,rfk-comm-schls---ucla-community-school-k-12,700 S Mariposa Ave,Los Angeles,RFK Comm Schls - UCLA Community School K-12,"[('community school', 90.0, 'community-school')]",community-school,,,,90,,,
1153,LAUSD,ricardo-lizarraga-elementary,401 E 40th Pl,Los Angeles,Ricardo Lizarraga Elementary,"[('ricardo lizarraga elementary', 100.0, 'ricardo-lizarraga-elementary')]",ricardo-lizarraga-elementary,Los Angeles Unified,Active,401 East 40th Pl.,100,,,
1154,LAUSD,ricardo-lizarraga-elementary-dl-two-way-im-spanish,401 E 40th Pl,Los Angeles,Ricardo Lizarraga Elementary DL Two-Way Im Spanish,"[('ricardo lizarraga elementary', 90.0, 'ricardo-lizarraga-elementary')]",ricardo-lizarraga-elementary,,,,90,,,
1155,LAUSD,richard-a-alonzo-community-day-school,5755 Fountain Ave,Los Angeles,Richard A Alonzo Community Day School,"[('richard a alonzo community day', 95.0, 'richard-a-alonzo-community-day')]",richard-a-alonzo-community-day,,,,95,,,
1156,LAUSD,richard-e-byrd-middle-school,8501 Arleta Ave,Sun Valley,Richard E Byrd Middle School,"[('richard e byrd middle', 95.0, 'richard-e-byrd-middle')]",richard-e-byrd-middle,,,,95,,,
1157,LAUSD,richard-e-byrd-middle-school-science/tech/math-magnet,8501 Arleta Ave,Sun Valley,Richard E Byrd Middle School Science/Tech/Math Magnet,"[('richard e byrd middle', 90.0, 'richard-e-byrd-middle')]",richard-e-byrd-middle,,,,90,,,
1158,LAUSD,richard-henry-dana-middle-school,1501 S Cabrillo Ave,San Pedro,Richard Henry Dana Middle School,"[('richard henry dana middle', 95.0, 'richard-henry-dana-middle')]",richard-henry-dana-middle,,,,95,,,
1159,LAUSD,richard-henry-dana-middle-school-sci-tech-eng-arts-math-mag,1501 S Cabrillo Ave,San Pedro,Richard Henry Dana Middle School Sci Tech Eng Arts Math Mag,"[('richard henry dana middle', 90.0, 'richard-henry-dana-middle')]",richard-henry-dana-middle,,,,90,,,
1160,LAUSD,richard-riordan-primary-center,5531 Monte Vista St,Los Angeles,Richard Riordan Primary Center,"[('richard riordan primary center', 100.0, 'richard-riordan-primary-center')]",richard-riordan-primary-center,Los Angeles Unified,Active,5531 Monte Vista St.,100,,,
1161,LAUSD,richard-riordan-primary-center-dl-world-lang-im-french,5531 Monte Vista St,Los Angeles,Richard Riordan Primary Center DL World Lang Im French,"[('richard riordan primary center', 90.0, 'richard-riordan-primary-center')]",richard-riordan-primary-center,,,,90,,,
1162,LAUSD,richland-avenue-elementary,11562 Richland Ave,Los Angeles,Richland Avenue Elementary,"[('richland avenue elementary', 100.0, 'richland-avenue-elementary')]",richland-avenue-elementary,Los Angeles Unified,Active,11562 Richland Ave.,100,,,
1163,LAUSD,richland-avenue-elementary-dl-two-way-im-french,11562 Richland Ave,Los Angeles,Richland Avenue Elementary DL Two-Way Im French,"[('richland avenue elementary', 90.0, 'richland-avenue-elementary')]",richland-avenue-elementary,,,,90,,,
1164,LAUSD,rio-vista-elementary,4243 Satsuma Ave,North Hollywood,Rio Vista Elementary,"[('rio vista elementary', 100.0, 'rio-vista-elementary')]",rio-vista-elementary,Mt. Diablo Unified,Active,611 Pacifica Ave.,100,,,
1165,LAUSD,rio-vista-elementary,4243 Satsuma Ave,North Hollywood,Rio Vista Elementary,"[('rio vista elementary', 100.0, 'rio-vista-elementary')]",rio-vista-elementary,El Monte City,Active,4300 North Esto,100,,,
1166,LAUSD,rio-vista-elementary,4243 Satsuma Ave,North Hollywood,Rio Vista Elementary,"[('rio vista elementary', 100.0, 'rio-vista-elementary')]",rio-vista-elementary,El Rancho Unified,Active,8809 Coffman-Pico Rd.,100,,,
1167,LAUSD,rio-vista-elementary,4243 Satsuma Ave,North Hollywood,Rio Vista Elementary,"[('rio vista elementary', 100.0, 'rio-vista-elementary')]",rio-vista-elementary,Los Angeles Unified,Active,4243 Satsuma Ave.,100,,,
1168,LAUSD,rio-vista-elementary,4243 Satsuma Ave,North Hollywood,Rio Vista Elementary,"[('rio vista elementary', 100.0, 'rio-vista-elementary')]",rio-vista-elementary,Saugus Union,Active,20417 Cedarcreek St.,100,,,
1169,LAUSD,rio-vista-elementary,4243 Satsuma Ave,North Hollywood,Rio Vista Elementary,"[('rio vista elementary', 100.0, 'rio-vista-elementary')]",rio-vista-elementary,Placentia-Yorba Linda Unified,Active,310 North Rio Vista St.,100,,,
1170,LAUSD,rio-vista-elementary,4243 Satsuma Ave,North Hollywood,Rio Vista Elementary,"[('rio vista elementary', 100.0, 'rio-vista-elementary')]",rio-vista-elementary,Palm Springs Unified,Active,67-700 Verona Rd.,100,,,
1171,LAUSD,rio-vista-elementary,4243 Satsuma Ave,North Hollywood,Rio Vista Elementary,"[('rio vista elementary', 100.0, 'rio-vista-elementary')]",rio-vista-elementary,San Bernardino City Unified,Active,1451 North California St.,100,,,
1172,LAUSD,rio-vista-elementary,4243 Satsuma Ave,North Hollywood,Rio Vista Elementary,"[('rio vista elementary', 100.0, 'rio-vista-elementary')]",rio-vista-elementary,Fillmore Unified,Active,250 Edgewood St.,100,,,
1173,LAUSD,ritter-elementary,11108 Watts Ave,Los Angeles,Ritter Elementary,"[('ritter elementary', 100.0, 'ritter-elementary')]",ritter-elementary,Los Angeles Unified,Active,11108 Watts Ave.,100,,,
1174,LAUSD,riverside-drive-charter-school,13061 Riverside Dr,Sherman Oaks,Riverside Drive Charter School,"[('riverside drive charter', 95.0, 'riverside-drive-charter')]",riverside-drive-charter,,,,95,,,
1175,LAUSD,robert-a-millikan-affiliated-charter-and-performing-arts-ms,5041 Sunnyslope Ave,Sherman Oaks,Robert A Millikan Affiliated Charter and Performing Arts MS,[],,,,,,,,
1176,LAUSD,robert-a-millikan-charter-ms-performing-arts-magnet,5041 Sunnyslope Ave,Sherman Oaks,Robert A Millikan Charter MS Performing Arts Magnet,[],,,,,,,,
1177,LAUSD,robert-a-millikan-charter-ms-socl/gndr-equity-magnet,5041 Sunnyslope Ave,Sherman Oaks,Robert A Millikan Charter MS Socl/Gndr Equity Magnet,[],,,,,,,,
1178,LAUSD,robert-e-peary-middle-school,1415 W Gardena Blvd,Gardena,Robert E Peary Middle School,"[('robert e peary middle', 95.0, 'robert-e-peary-middle')]",robert-e-peary-middle,,,,95,,,
